Unnamed: 0,Index, NERC Region,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected ,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Affected State,Region
2342,1901,"SPP, SERC, TRE",Arkansas: Louisiana: Mississippi: Texas,Severe Weather,Unknown,170244,2016-07-14 00:00:00,16:30:00,2016-07-16 00:00:00,00:00:00,Mississippi,Southeast
2343,1901,"SPP, SERC, TRE",Arkansas: Louisiana: Mississippi: Texas,Severe Weather,Unknown,170244,2016-07-14 00:00:00,16:30:00,2016-07-16 00:00:00,00:00:00,Texas,South
2344,1902,SPP,Oklahoma,Severe Weather,Unknown,96966,2016-07-14 00:00:00,14:44:00,2016-07-15 00:00:00,04:00:00,Oklahoma,South
2345,1903,WECC,Idaho,System Operations,290,Unknown,2016-07-19 00:00:00,15:45:00,2016-07-19 00:00:00,19:29:00,Idaho,West
2346,1904,WECC,Idaho,System Operations,485,Unknown,2016-07-19 00:00:00,15:45:00,2016-07-19 00:00:00,19:25:00,Idaho,West
2347,1905,PR,Puerto Rico,System Operations,200,266000,2016-07-21 00:00:00,19:21:00,2016-07-22 00:00:00,00:09:00,Puerto Rico,Other
2348,1906,RFC,Delaware: New Castle County,Suspicious Activity,0,0,2016-07-21 00:00:00,06:18:00,2016-07-21 00:00:00,14:45:00,Delaware,Northeast
2349,1907,NPCC,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,Severe Weather,Unknown,57058,2016-07-22 00:00:00,23:50:00,2016-07-23 00:00:00,09:10:00,Connecticut,Northeast
2350,1907,NPCC,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,Severe Weather,Unknown,57058,2016-07-22 00:00:00,23:50:00,2016-07-23 00:00:00,09:10:00,Maine,Northeast
2351,1907,NPCC,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,Severe Weather,Unknown,57058,2016-07-22 00:00:00,23:50:00,2016-07-23 00:00:00,09:10:00,Massachusetts,Northeast
2352,1907,NPCC,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,Severe Weather,Unknown,57058,2016-07-22 00:00:00,23:50:00,2016-07-23 00:00:00,09:10:00,New Hampshire,Northeast
2353,1907,NPCC,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,Severe Weather,Unknown,57058,2016-07-22 00:00:00,23:50:00,2016-07-23 00:00:00,09:10:00,Rhode Island,Northeast
2354,1907,NPCC,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,Severe Weather,Unknown,57058,2016-07-22 00:00:00,23:50:00,2016-07-23 00:00:00,09:10:00,Vermont,Northeast
2355,1908,RFC,Pennsylvania: Cambria County,System Operations,87,Unknown,2016-07-23 00:00:00,15:15:00,2016-07-23 00:00:00,19:53:00,Pennsylvania,Northeast
2356,1909,NPCC,Connecticut: Massachusetts: New Hampshire: Vermont: Rhode Island,Severe Weather,Unknown,101073,2016-07-23 00:00:00,19:30:00,2016-07-24 00:00:00,07:30:00,Connecticut,Northeast
2357,1909,NPCC,Connecticut: Massachusetts: New Hampshire: Vermont: Rhode Island,Severe Weather,Unknown,101073,2016-07-23 00:00:00,19:30:00,2016-07-24 00:00:00,07:30:00,Massachusetts,Northeast
2358,1909,NPCC,Connecticut: Massachusetts: New Hampshire: Vermont: Rhode Island,Severe Weather,Unknown,101073,2016-07-23 00:00:00,19:30:00,2016-07-24 00:00:00,07:30:00,New Hampshire,Northeast
2359,1909,NPCC,Connecticut: Massachusetts: New Hampshire: Vermont: Rhode Island,Severe Weather,Unknown,101073,2016-07-23 00:00:00,19:30:00,2016-07-24 00:00:00,07:30:00,Rhode Island,Northeast
2360,1909,NPCC,Connecticut: Massachusetts: New Hampshire: Vermont: Rhode Island,Severe Weather,Unknown,101073,2016-07-23 00:00:00,19:30:00,2016-07-24 00:00:00,07:30:00,Vermont,Northeast
2361,1910,PR,Puerto Rico,System Operations,0,0,2016-07-25 00:00:00,18:51:00,2016-07-26 00:00:00,02:19:00,Puerto Rico,Other
2362,1911,PR,Puerto Rico,System Operations,25,37100,2016-07-26 00:00:00,18:51:00,2016-07-27 00:00:00,01:45:00,Puerto Rico,Other
2363,1912,PR,Puerto Rico,System Operations,80,106300,2016-07-27 00:00:00,18:50:00,2016-07-28 00:00:00,01:38:00,Puerto Rico,Other
2364,1913,PR,Puerto Rico,System Operations,22,21600,2016-07-28 00:00:00,18:51:00,2016-07-29 00:00:00,02:02:00,Puerto Rico,Other
2365,1914,PR,Puerto Rico,System Operations,0,0,2016-07-29 00:00:00,19:09:00,2016-07-29 00:00:00,19:57:00,Puerto Rico,Other
2366,1915,RFC,Delaware: New Castle County;,Vandalism,0,0,2016-08-04 00:00:00,14:15:00,2016-08-04 00:00:00,14:23:00,Delaware,Northeast
2367,1916,WECC,New Mexico: Bernalillo County;,System Operations,Unknown,Unknown,2016-08-07 00:00:00,18:39:00,2016-08-07 00:00:00,20:27:00,New Mexico,Southwest
2368,1917,WECC,California: Butte County;,Fuel Supply Deficiency,0,0,2016-08-10 00:00:00,06:00:00,,,California,West
2369,1918,RFC,Ohio:,Severe Weather,Unknown,62140,2016-08-11 00:00:00,16:30:00,2016-08-11 00:00:00,19:15:00,Ohio,Midwest
2370,1919,SERC,South Carolina:,System Operations,506,0,2016-08-13 00:00:00,11:42:00,2016-08-13 00:00:00,14:07:00,South Carolina,Southeast
2371,1920,NPCC,New York:,Actual Physical Event,Unknown,40000,2016-08-20 00:00:00,14:18:00,2016-08-20 00:00:00,21:19:00,New York,Northeast
2372,1921,TRE,Texas: Harris County;,Severe Weather,Unknown,72200,2016-08-23 00:00:00,17:00:00,2016-08-24 00:00:00,00:05:00,Texas,South
2373,1922,PR,Puerto Rico:,System Operations,600,400000,2016-08-24 00:00:00,18:13:00,2016-08-24 00:00:00,19:14:00,Puerto Rico,Other
2374,1923,WECC,Washington: King County;,Islanding,9232,Unknown,2016-08-24 00:00:00,19:18:00,2016-08-24 00:00:00,19:47:00,Washington,West
2375,1924,WECC,Oregon: Crook County;,Vandalism,0,0,2016-08-25 00:00:00,18:40:00,2016-08-26 00:00:00,18:19:00,Oregon,West
2376,1925,WECC,Colorado:,Transmission Interruption,0,0,2016-08-31 00:00:00,09:45:00,2016-08-31 00:00:00,09:55:00,Colorado,West
2377,1926,WECC,Washington: Clark County;,Islanding,0,0,2016-08-31 00:00:00,14:52:00,,,Washington,West
2378,1927,FRCC,Florida:,Severe Weather,100,Unknown,2016-09-01 00:00:00,22:00:00,,,Florida,Southeast
2379,1928,FRCC,"Florida: Leon County, Wakulla County;",Severe Weather,450,75000,2016-09-02 00:00:00,00:40:00,2016-09-04 00:00:00,20:00:00,Florida,Southeast
2380,1929,FRCC,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",Severe Weather,225,90000,2016-09-02 00:00:00,04:00:00,2016-09-02 00:00:00,16:00:00,Florida,Southeast
2381,1930,SERC,Georgia:,Severe Weather,Unknown,57000,2016-09-02 00:00:00,05:45:00,2016-09-03 00:00:00,00:30:00,Georgia,Southeast
2382,1931,WECC,Washington: Clark County;,Islanding,300,Unknown,2016-09-06 00:00:00,18:12:00,2016-09-06 00:00:00,21:24:00,Washington,West
2383,1932,NPCC,New York: Tompkins County;,Fuel Supply Deficiency,210,Unknown,2016-09-08 00:00:00,08:30:00,2016-09-25 00:00:00,00:00:00,New York,Northeast
2384,1933,WECC,Washington:,Islanding,0,0,2016-09-08 00:00:00,14:49:00,2016-09-08 00:00:00,15:03:00,Washington,West
2385,1934,WECC,Washington: Clark County;,Generation Inadequacy,135,Unknown,2016-09-10 00:00:00,09:42:00,2016-09-10 00:00:00,09:57:00,Washington,West
2386,1935,NPCC,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,Severe Weather,Unknown,57960,2016-09-11 00:00:00,12:05:00,2016-09-11 00:00:00,15:10:00,Connecticut,Northeast
2387,1935,NPCC,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,Severe Weather,Unknown,57960,2016-09-11 00:00:00,12:05:00,2016-09-11 00:00:00,15:10:00,Maine,Northeast
2388,1935,NPCC,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,Severe Weather,Unknown,57960,2016-09-11 00:00:00,12:05:00,2016-09-11 00:00:00,15:10:00,Massachusetts,Northeast
2389,1935,NPCC,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,Severe Weather,Unknown,57960,2016-09-11 00:00:00,12:05:00,2016-09-11 00:00:00,15:10:00,New Hampshire,Northeast
2390,1935,NPCC,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,Severe Weather,Unknown,57960,2016-09-11 00:00:00,12:05:00,2016-09-11 00:00:00,15:10:00,Rhode Island,Northeast
2391,1935,NPCC,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,Severe Weather,Unknown,57960,2016-09-11 00:00:00,12:05:00,2016-09-11 00:00:00,15:10:00,Vermont,Northeast
2392,1936,WECC,"New Mexico: Bernalillo County, Sandoval County, Santa Fe County, Valencia County;",Generation Inadequacy,110,53753,2016-09-12 00:00:00,12:30:00,2016-09-12 00:00:00,17:56:00,New Mexico,Southwest
2393,1937,,Puerto Rico:,System Operations,2750,1475000,2016-09-21 00:00:00,14:30:00,2016-09-24 00:00:00,02:30:00,Puerto Rico,Other
2394,1938,TRE,Texas: Lubbock County;,Actual Physical Event,0,0,2016-09-21 00:00:00,19:44:00,2016-09-21 00:00:00,21:17:00,Texas,South
2395,1939,MRO,Iowa: Black Hawk County;,System Operations,69,19124,2016-09-22 00:00:00,10:56:00,2016-09-22 00:00:00,11:41:00,Iowa,Midwest
2396,1940,WECC,"Utah: Kane County, Garfield County; Arizona: Coconino County, Mohave County",Vandalism,20,10000,2016-09-25 00:00:00,12:49:00,2016-09-25 00:00:00,18:20:00,Arizona,Southwest
2397,1940,WECC,"Utah: Kane County, Garfield County; Arizona: Coconino County, Mohave County",Vandalism,20,10000,2016-09-25 00:00:00,12:49:00,2016-09-25 00:00:00,18:20:00,Utah,West
2398,1941,SERC,North Carolina: Stokes County;,Actual Physical Event,0,0,2016-10-31 00:00:00,08:06:00,2016-10-31 00:00:00,15:53:00,North Carolina,Southeast
2399,1942,WECC,"New Mexico: Bernalillo County, Santa Fe County;",Transmission Interruption,396,149223,2017-02-02 00:00:00,01:04:00,2017-02-02 00:00:00,05:00:00,New Mexico,Southwest
2400,1943,WECC,New Mexico: Bernalillo County;,Transmission Interruption,400,Unknown,2017-02-02 00:00:00,01:11:00,,,New Mexico,Southwest
2401,1944,WECC,"Washington: Skagit County, King County, Kitsap County;",Severe Weather,Unknown,103000,2017-02-06 00:00:00,01:00:00,2017-02-06 00:00:00,19:30:00,Washington,West
2402,1945,NPCC,Connecticut: Massachusetts: Rhode Island:,Severe Weather,Unknown,11525,2017-02-09 00:00:00,16:05:00,2017-02-10 00:00:00,05:15:00,Connecticut,Northeast
2403,1945,NPCC,Connecticut: Massachusetts: Rhode Island:,Severe Weather,Unknown,11525,2017-02-09 00:00:00,16:05:00,2017-02-10 00:00:00,05:15:00,Massachusetts,Northeast
2404,1945,NPCC,Connecticut: Massachusetts: Rhode Island:,Severe Weather,Unknown,11525,2017-02-09 00:00:00,16:05:00,2017-02-10 00:00:00,05:15:00,Rhode Island,Northeast
2405,1946,WECC,Utah,Actual Physical Attack,0,0,2017-02-11 00:00:00,15:46:00,2017-02-11 00:00:00,15:50:00,Utah,West
2406,1947,SERC,North Carolina: Union County;,Vandalism ,0,0,2017-02-13 00:00:00,13:00:00,2017-02-15 00:00:00,13:35:00,North Carolina,Southeast
2407,1948,WECC,Nevada: Clark County;,Vandalism ,0,0,2017-02-17 00:00:00,13:00:00,2017-02-17 00:00:00,13:15:00,Nevada,West
2408,1949,WECC,California: Los Angeles County;,Severe Weather,Unknown,111591,2017-02-17 00:00:00,15:00:00,2017-02-20 00:00:00,11:00:00,California,West
2409,1950,WECC,California,Severe Weather,254,169250,2017-02-17 00:00:00,08:09:00,2017-02-22 00:00:00,19:30:00,California,West
2410,1951,SPP,Missouri: Arkansas: Oklahoma: Texas:,System Operations,0,0,2017-02-17 00:00:00,04:32:00,2017-02-17 00:00:00,05:02:00,Arkansas,South
2411,1951,SPP,Missouri: Arkansas: Oklahoma: Texas:,System Operations,0,0,2017-02-17 00:00:00,04:32:00,2017-02-17 00:00:00,05:02:00,Missouri,Midwest
2412,1951,SPP,Missouri: Arkansas: Oklahoma: Texas:,System Operations,0,0,2017-02-17 00:00:00,04:32:00,2017-02-17 00:00:00,05:02:00,Oklahoma,South
2413,1951,SPP,Missouri: Arkansas: Oklahoma: Texas:,System Operations,0,0,2017-02-17 00:00:00,04:32:00,2017-02-17 00:00:00,05:02:00,Texas,South
2414,1952,SERC,Tennessee:,Severe Weather,Unknown,Unknown,2018-01-01 00:00:00,18:21:00,2018-01-02 00:00:00,18:11:00,Tennessee,Southeast
2415,1953,TRE,Texas:,Severe Weather,Unknown,Unknown,2018-01-01 00:00:00,17:43:00,,,Texas,South
2416,1954,SERC,Tennessee:,System Operations,Unknown,Unknown,2018-01-01 00:00:00,21:37:00,2018-01-02 00:00:00,10:30:00,Tennessee,Southeast
2417,1955,WECC,California: Alameda County;,Vandalism,0,0,2021-01-01 00:00:00,07:04:00,2021-01-01 00:00:00,07:05:00,California,West
2418,1956,WECC,Washington: Thurston County;,System Operations,0,0,2022-01-01 00:00:00,12:36:00,2022-01-01 00:00:00,14:12:00,Washington,West
2419,1957,WECC,Washington: Thurston County;,System Operations,0,0,2022-01-01 00:00:00,12:36:00,2022-01-02 00:00:00,19:43:00,Washington,West
2420,1958,SERC,Georgia: Clayton County;,Vandalism,0,0,2022-01-01 00:00:00,01:01:00,,,Georgia,Southeast
2421,1959,NPCC,New Hampshire: Merrimack County;,Suspicious Activity,2,845,2022-01-01 00:00:00,00:06:00,2022-01-01 00:00:00,05:51:00,New Hampshire,Northeast
2422,1960,WECC,California: Riverside County;,Vandalism,0,0,2023-01-01 00:00:00,00:06:00,2023-01-01 00:00:00,03:57:00,California,West
2423,1961,WECC,California: Sacramento County;,System Operations,0,0,2023-01-01 00:00:00,09:55:00,2023-01-01 00:00:00,10:30:00,California,West
2424,1962,SERC,Florida: Citrus County;,Vandalism,19,3509,2023-01-01 00:00:00,14:47:00,2023-01-01 00:00:00,16:50:00,Florida,Southeast
2425,1963,NPCC,New York: Niagara County;,Fuel Supply Deficiency,675,Unknown,2018-01-02 00:00:00,10:00:00,2018-02-12 00:00:00,08:00:00,New York,Northeast
2426,1964,SERC,South Carolina:,Severe Weather,0,717000,2018-01-02 00:00:00,07:30:00,,,South Carolina,Southeast
2427,1965,SERC,North Carolina: South Carolina:,Severe Weather,14998,Unknown,2018-01-02 00:00:00,06:45:00,2018-01-02 00:00:00,09:00:00,North Carolina,Southeast
2428,1965,SERC,North Carolina: South Carolina:,Severe Weather,14998,Unknown,2018-01-02 00:00:00,06:45:00,2018-01-02 00:00:00,09:00:00,South Carolina,Southeast
2429,1966,WECC,California: Butte County;,System Operations,8,5803,2021-01-02 00:00:00,10:28:00,2021-01-02 00:00:00,10:29:00,California,West
2430,1967,WECC,California: Tuolumne County;,Severe Weather,3,1706,2022-01-02 00:00:00,13:21:00,2022-01-02 00:00:00,17:38:00,California,West
2431,1968,TRE,Texas: Dallas County;,Vandalism,0,0,2023-01-02 00:00:00,16:12:00,2023-01-03 00:00:00,09:30:00,Texas,South
2432,1969,WECC,New Mexico:,Vandalism,432,0,2023-01-02 00:00:00,03:16:00,2023-01-02 00:00:00,16:46:00,New Mexico,Southwest
2433,1970,SERC,Arkansas: Union County; Louisiana: Ouachita Parish;,Severe Weather,20,6849,2023-01-02 00:00:00,18:22:00,2023-01-02 00:00:00,22:27:00,Arkansas,South
2434,1970,SERC,Arkansas: Union County; Louisiana: Ouachita Parish;,Severe Weather,20,6849,2023-01-02 00:00:00,18:22:00,2023-01-02 00:00:00,22:27:00,Louisiana,South
2435,1971,WECC,Washington: Thurston County;,Vandalism,0,0,2022-01-03 00:00:00,12:45:00,2022-01-03 00:00:00,12:46:00,Washington,West
2436,1972,SERC,South Carolina:,Severe Weather,Unknown,60424,2022-01-03 00:00:00,05:00:00,2022-01-04 00:00:00,18:00:00,South Carolina,Southeast
2437,1973,SERC,North Carolina: South Carolina:,Severe Weather,Unknown,142000,2022-01-03 00:00:00,05:30:00,2022-01-04 00:00:00,12:30:00,North Carolina,Southeast
2438,1973,SERC,North Carolina: South Carolina:,Severe Weather,Unknown,142000,2022-01-03 00:00:00,05:30:00,2022-01-04 00:00:00,12:30:00,South Carolina,Southeast
2439,1974,SERC,Georgia: Alabama: Mississippi:,Severe Weather,283,40885,2022-01-03 00:00:00,01:00:00,2022-01-03 00:00:00,14:00:00,Alabama,Southeast
2440,1974,SERC,Georgia: Alabama: Mississippi:,Severe Weather,283,40885,2022-01-03 00:00:00,01:00:00,2022-01-03 00:00:00,14:00:00,Georgia,Southeast
2441,1974,SERC,Georgia: Alabama: Mississippi:,Severe Weather,283,40885,2022-01-03 00:00:00,01:00:00,2022-01-03 00:00:00,14:00:00,Mississippi,Southeast
2442,1975,RF,Michigan: Ingham County;,Vandalism,0,0,2023-01-03 00:00:00,11:45:00,2023-01-03 00:00:00,12:00:00,Michigan,Midwest
2443,1976,TRE,Texas: Midland County;,Actual Physical Attack,Unknown,500,2018-01-04 00:00:00,01:49:00,2018-01-04 00:00:00,02:09:00,Texas,South
2444,1977,RF,Pennsylvania:,Transmission Interruption,6,3825,2021-01-04 00:00:00,10:34:00,2021-01-04 00:00:00,10:49:00,Pennsylvania,Northeast
2445,1978,FRCC,Florida: Martin County;,Suspected Physical Attack,0,0,2017-01-05 00:00:00,16:56:00,2017-01-05 00:00:00,16:57:00,Florida,Southeast
2446,1979,WECC,Washington:,System Operations,0,Unknown,2019-01-05 00:00:00,13:19:00,2019-01-05 00:00:00,15:07:00,Washington,West
2447,1980,NPCC,Massachusetts: Plymouth County;,System Operations,0,0,2022-01-05 00:00:00,12:32:00,2022-01-05 00:00:00,12:45:00,Massachusetts,Northeast
2448,1981,SERC,Louisiana: Concordia Parish;,Transmission Interruption,23,1631,2023-01-05 00:00:00,08:19:00,2023-01-05 00:00:00,08:20:00,Louisiana,South
2449,1982,WECC,Washington: Lewis County;,Suspicious Activity,0,0,2023-01-05 00:00:00,07:30:00,2023-01-05 00:00:00,09:30:00,Washington,West
2450,1983,WECC,Washington:,Severe Weather,230,230000,2019-01-06 00:00:00,03:00:00,2019-01-09 00:00:00,07:00:00,Washington,West
2451,1984,WECC,California: Sacramento County;,Severe Weather,300,90382,2019-01-06 00:00:00,17:56:00,2019-01-06 00:00:00,21:52:00,California,West
2452,1985,WECC,"Washington: King County, Thurston County, Pierce County;",Severe Weather,Unknown,230000,2019-01-06 00:00:00,01:00:00,2019-01-06 00:00:00,12:00:00,Washington,West
2453,1986,RF,Ohio: Sandusky County;,Suspicious Activity,Unknown,Unknown,2023-01-06 00:00:00,09:30:00,2023-01-06 00:00:00,11:30:00,Ohio,Midwest
2454,1987,RF,Michigan:,System Operations,0,0,2019-01-07 00:00:00,20:57:00,2019-01-07 00:00:00,21:32:00,Michigan,Midwest
2455,1988,WECC,California: Sacramento County;,Severe Weather,458,185434,2023-01-07 00:00:00,22:00:00,2023-01-08 00:00:00,21:00:00,California,West
2456,1989,TRE,"Texas: Jasper County, Tyler County;",Transmission Interruption,20,9823,2023-01-07 00:00:00,23:44:00,2023-01-08 00:00:00,02:29:00,Texas,South
2457,1990,WECC,California,Severe Weather,Unknown,106000,2017-01-08 00:00:00,09:07:00,2017-01-13 00:00:00,14:30:00,California,West
2458,1991,WECC,California,Fuel Supply Deficiency,0,0,2017-01-08 00:00:00,23:59:00,,,California,West
2459,1992,SERC,Arkansas: Prairie County;,Sabotage,Unknown,1908,2021-01-08 00:00:00,01:26:00,2021-01-08 00:00:00,02:45:00,Arkansas,South
2460,1993,SERC,Florida: Citrus County;,Vandalism,0,0,2022-01-08 00:00:00,02:20:00,2022-01-12 00:00:00,07:40:00,Florida,Southeast
2461,1994,NPCC,New Hampshire: Merrimack County;,Suspicious Activity,0,0,2022-01-08 00:00:00,18:07:00,2022-01-08 00:00:00,22:26:00,New Hampshire,Northeast
2462,1995,TRE,"Texas: Cameron County, Willacy County;",System Operations,0,0,2022-01-08 00:00:00,02:56:00,2022-01-08 00:00:00,03:03:00,Texas,South
2463,1996,TRE,Texas: Bowie County;,Vandalism,0,0,2023-01-08 00:00:00,18:40:00,2023-01-08 00:00:00,18:54:00,Texas,South
2464,1997,WECC,New Mexico: San Juan County;,Suspicious Activity,0,0,2019-01-09 00:00:00,11:55:00,2019-01-09 00:00:00,11:56:00,New Mexico,Southwest
2465,1998,SPP RE,Arkansas: Yell County;,Severe Weather/Transmission Interruption,0,0,2020-01-09 00:00:00,23:07:00,2020-01-09 00:00:00,23:19:00,Arkansas,South
2466,1999,WECC,Washington: King County;,Suspicious Activity,0,0,2020-01-09 00:00:00,20:45:00,2020-01-10 00:00:00,21:23:00,Washington,West
2467,2000,MRO,Minnesota: North Dakota: Wisconsin:,System Operations,0,0,2020-01-09 00:00:00,07:40:00,2020-01-09 00:00:00,08:48:00,Minnesota,Midwest
2468,2000,MRO,Minnesota: North Dakota: Wisconsin:,System Operations,0,0,2020-01-09 00:00:00,07:40:00,2020-01-09 00:00:00,08:48:00,North Dakota,Midwest
2469,2000,MRO,Minnesota: North Dakota: Wisconsin:,System Operations,0,0,2020-01-09 00:00:00,07:40:00,2020-01-09 00:00:00,08:48:00,Wisconsin,Midwest
2470,2001,SPP RE,Arkansas:,System Operations,Unknown,Unknown,2020-01-09 00:00:00,23:07:00,2020-01-09 00:00:00,23:18:00,Arkansas,South
2471,2002,SERC,Mississippi: Adams County;,System Operations,Unknown,Unknown,2022-01-09 00:00:00,18:08:00,,,Mississippi,Southeast
2472,2003,WECC,California,Severe Weather,Unknown,87000,2017-01-10 00:00:00,19:30:00,2017-01-13 00:00:00,14:30:00,California,West
2473,2004,WECC,Montana: Valley County;,System Operations,11,2,2019-01-10 00:00:00,12:19:00,2019-01-10 00:00:00,12:48:00,Montana,West
2474,2005,SERC,Tennessee: Hamilton County;,Suspicious Activity,Unknown,Unknown,2020-01-10 00:00:00,14:53:00,,,Tennessee,Southeast
2475,2006,TRE,"Texas: Anderson County, Angelina County, Dallas County, Freestone County, Henderson County, Houston County, Leon County, Nacogdoches County, Smith County, Tarrant County;",Severe Weather,Unknown,188000,2021-01-10 00:00:00,22:44:00,2021-01-13 00:00:00,16:00:00,Texas,South
2476,2007,RF,Maine:,System Operations,0,0,2019-01-11 00:00:00,11:36:00,2019-01-11 00:00:00,12:43:00,Maine,Northeast
2477,2008,SPP RE,Arkansas: Cross County;,Severe Weather/Transmission Interruption,22,7541,2020-01-11 00:00:00,02:25:00,2020-01-11 00:00:00,07:56:00,Arkansas,South
