Unnamed: 0,Index, NERC Region,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected ,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Affected State,Region
3598,2822,SERC/RF,Ohio: West Virginia: Virginia: Indiana:,Severe Weather/Transmission Interruption,14000,100000,2022-06-12 00:00:00,23:30:00,2022-06-13 00:00:00,23:30:00,West Virginia,Southeast
3599,2823,SERC/RF,Ohio: Kentucky:,Severe Weather/Transmission Interruption,Unknown,162551,2022-06-13 00:00:00,18:00:00,2022-06-14 00:00:00,18:15:00,Kentucky,Southeast
3600,2823,SERC/RF,Ohio: Kentucky:,Severe Weather/Transmission Interruption,Unknown,162551,2022-06-13 00:00:00,18:00:00,2022-06-14 00:00:00,18:15:00,Ohio,Midwest
3601,2824,RF,Michigan:,System Operations,0,0,2022-06-13 00:00:00,23:54:00,2022-06-14 00:00:00,00:45:00,Michigan,Midwest
3602,2825,TRE,Texas:,System Operations,Unknown,Unknown,2021-06-14 00:00:00,12:55:00,2021-06-18 00:00:00,19:00:00,Texas,South
3603,2826,TRE,Texas:,System Operations,Unknown,Unknown,2021-06-14 00:00:00,12:15:00,2021-06-18 00:00:00,19:00:00,Texas,South
3604,2827,WECC,Utah: Salt Lake County;,Suspicious Activity,0,0,2021-06-14 00:00:00,02:10:00,2021-06-14 00:00:00,02:11:00,Utah,West
3605,2828,RF,Ohio:,System Operations,373,Unknown,2022-06-14 00:00:00,13:46:00,,,Ohio,Midwest
3606,2829,WECC,Washington: Grant County;,Actual Physical Attack/Vandalism,0,0,2022-06-14 00:00:00,00:00:00,2022-06-14 00:00:00,06:00:00,Washington,West
3607,2830,SERC,"Alabama, Georgia",Severe Weather,275,82713,2017-06-15 00:00:00,17:00:00,2017-06-15 00:00:00,22:00:00,Alabama,Southeast
3608,2830,SERC,"Alabama, Georgia",Severe Weather,275,82713,2017-06-15 00:00:00,17:00:00,2017-06-15 00:00:00,22:00:00,Georgia,Southeast
3609,2831,TRE,Texas:,Cyber Event,Unknown,Unknown,2021-06-15 00:00:00,11:55:00,2021-06-15 00:00:00,21:17:00,Texas,South
3610,2832,MRO,Kansas: Wyandotte County;,System Operations,0,0,2021-06-15 00:00:00,11:30:00,2021-06-15 00:00:00,13:35:00,Kansas,Midwest
3611,2833,RF/MRO,"Wisconsin: Outagamie County, Waupaca County, Winnebago County, Brown County, Sheboygan County, Ozaukee County, Waukesha County; Michigan: Iron County;",Severe Weather,90,57000,2022-06-15 00:00:00,21:00:00,,,Michigan,Midwest
3612,2833,RF/MRO,"Wisconsin: Outagamie County, Waupaca County, Winnebago County, Brown County, Sheboygan County, Ozaukee County, Waukesha County; Michigan: Iron County;",Severe Weather,90,57000,2022-06-15 00:00:00,21:00:00,,,Wisconsin,Midwest
3613,2834,RF,Michigan: Wayne County;,System Operations,0,0,2022-06-15 00:00:00,10:45:00,2022-06-15 00:00:00,13:45:00,Michigan,Midwest
3614,2835,SERC,Arkansas,Severe Weather,Unknown,76000,2017-06-16 00:00:00,20:00:00,2017-06-17 00:00:00,06:00:00,Arkansas,South
3615,2836,MRO,"Nebraska: Cass County, Douglas County, Sarpy County",Severe Weather,Unknown,76000,2017-06-16 00:00:00,20:00:00,,,Nebraska,Midwest
3616,2837,TRE,"Texas: Dallas County, Tarrant County, Collin County, Denton County;",Severe Weather,Unknown,340000,2019-06-16 00:00:00,02:00:00,2019-06-17 00:00:00,23:59:00,Texas,South
3617,2838,SPP RE,Oklahoma:,Severe Weather/Transmission Interruption,Unknown,Unknown,2019-06-16 00:00:00,03:25:00,,,Oklahoma,South
3618,2839,SERC,Louisiana: West Baton Rouge Parish;,Transmission Interruption,7,1841,2021-06-16 00:00:00,10:40:00,2021-06-16 00:00:00,10:43:00,Louisiana,South
3619,2840,NPCC,Maine:,System Operations,0,0,2021-06-16 00:00:00,04:10:00,2021-06-16 00:00:00,06:39:00,Maine,Northeast
3620,2841,SERC,Florida: Alachua County;,Vandalism,0,0,2021-06-16 00:00:00,10:25:00,2021-06-16 00:00:00,15:16:00,Florida,Southeast
3621,2842,SERC,North Carolina: South Carolina:,Severe Weather,Unknown,77908,2022-06-16 00:00:00,16:31:00,2022-06-16 00:00:00,20:07:00,North Carolina,Southeast
3622,2842,SERC,North Carolina: South Carolina:,Severe Weather,Unknown,77908,2022-06-16 00:00:00,16:31:00,2022-06-16 00:00:00,20:07:00,South Carolina,Southeast
3623,2843,WECC,Washington: Lewis County;,Suspicious Activity,35,7500,2022-06-16 00:00:00,03:51:00,2022-06-16 00:00:00,06:30:00,Washington,West
3624,2844,MRO,"Kansas, Missouri: Jackson County, Platte County, Clay County, Cass County",Severe Weather,Unknown,84737,2017-06-17 00:00:00,21:00:00,2017-06-18 00:00:00,07:00:00,Kansas,Midwest
3625,2844,MRO,"Kansas, Missouri: Jackson County, Platte County, Clay County, Cass County",Severe Weather,Unknown,84737,2017-06-17 00:00:00,21:00:00,2017-06-18 00:00:00,07:00:00,Missouri,Midwest
3626,2845,SERC,North Carolina:,Severe Weather,Unknown,44000,2022-06-17 00:00:00,18:45:00,2022-06-18 00:00:00,13:32:00,North Carolina,Southeast
3627,2846,SERC/RF,West Virginia: Virginia: Kentucky:,Severe Weather,Unknown,150000,2022-06-17 00:00:00,17:30:00,2022-06-19 00:00:00,21:15:00,Kentucky,Southeast
3628,2846,SERC/RF,West Virginia: Virginia: Kentucky:,Severe Weather,Unknown,150000,2022-06-17 00:00:00,17:30:00,2022-06-19 00:00:00,21:15:00,Virginia,Southeast
3629,2846,SERC/RF,West Virginia: Virginia: Kentucky:,Severe Weather,Unknown,150000,2022-06-17 00:00:00,17:30:00,2022-06-19 00:00:00,21:15:00,West Virginia,Southeast
3630,2847,SERC,North Carolina: South Carolina:,Severe Weather,Unknown,91056,2022-06-17 00:00:00,17:37:00,2022-06-18 00:00:00,00:54:00,North Carolina,Southeast
3631,2847,SERC,North Carolina: South Carolina:,Severe Weather,Unknown,91056,2022-06-17 00:00:00,17:37:00,2022-06-18 00:00:00,00:54:00,South Carolina,Southeast
3632,2848,SERC/RF,Illinois: Missouri:,Severe Weather,Unknown,80000,2022-06-17 00:00:00,06:02:00,,,Illinois,Midwest
3633,2848,SERC/RF,Illinois: Missouri:,Severe Weather,Unknown,80000,2022-06-17 00:00:00,06:02:00,,,Missouri,Midwest
3634,2849,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,112927,2018-06-18 00:00:00,18:20:00,2018-06-19 00:00:00,00:15:00,Connecticut,Northeast
3635,2849,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,112927,2018-06-18 00:00:00,18:20:00,2018-06-19 00:00:00,00:15:00,Maine,Northeast
3636,2849,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,112927,2018-06-18 00:00:00,18:20:00,2018-06-19 00:00:00,00:15:00,Massachusetts,Northeast
3637,2849,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,112927,2018-06-18 00:00:00,18:20:00,2018-06-19 00:00:00,00:15:00,New Hampshire,Northeast
3638,2849,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,112927,2018-06-18 00:00:00,18:20:00,2018-06-19 00:00:00,00:15:00,Rhode Island,Northeast
3639,2849,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,112927,2018-06-18 00:00:00,18:20:00,2018-06-19 00:00:00,00:15:00,Vermont,Northeast
3640,2850,WECC,Washington: Grant County;,Suspicious Activity,0,0,2019-06-18 00:00:00,06:21:00,2019-06-18 00:00:00,06:40:00,Washington,West
3641,2851,WECC,Colorado: El Paso County;,Actual Physical Attack,0,0,2020-06-18 00:00:00,12:11:00,2020-06-22 00:00:00,08:11:00,Colorado,West
3642,2852,SERC,Kentucky: Gallatin County;,Actual Physical Attack,0,0,2020-06-18 00:00:00,20:32:00,2020-06-18 00:00:00,20:35:00,Kentucky,Southeast
3643,2853,SPP RE,Oklahoma:,Vandalism,0,0,2019-06-19 00:00:00,11:00:00,2019-06-19 00:00:00,11:01:00,Oklahoma,South
3644,2854,SPP RE,Arkansas:,Severe Weather,Unknown,82045,2019-06-19 00:00:00,22:30:00,2019-06-20 00:00:00,19:00:00,Arkansas,South
3645,2855,WECC,Nevada: Clark County;,Vandalism,0,0,2019-06-19 00:00:00,15:00:00,,,Nevada,West
3646,2856,WECC,California: Alameda County;,System Operations,93,51806,2021-06-19 00:00:00,18:54:00,2021-06-19 00:00:00,21:01:00,California,West
3647,2857,FRCC,Florida: Palm Beach County;,Transmission Interruption,73,27000,2018-06-20 00:00:00,22:58:00,2018-06-21 00:00:00,06:05:00,Florida,Southeast
3648,2858,SERC,Virginia:,Severe Weather,Unknown,60000,2019-06-20 00:00:00,16:11:00,2019-06-21 00:00:00,12:45:00,Virginia,Southeast
3649,2859,MRO,Minnesota: Hennepin County;,System Operations,0,15604,2022-06-20 00:00:00,12:54:00,2022-06-20 00:00:00,14:23:00,Minnesota,Midwest
3650,2860,WECC,Oregon: Baker County,Physical Attack,0,0,2017-06-21 00:00:00,00:00:00,2017-06-21 00:00:00,01:00:00,Oregon,West
3651,2861,NPCC,Maine:,System Operations,0,0,2019-06-21 00:00:00,18:36:00,2019-06-21 00:00:00,19:27:00,Maine,Northeast
3652,2862,SERC,Kentucky: Tennessee:,Severe Weather,Unknown,50000,2019-06-21 00:00:00,19:15:00,,,Kentucky,Southeast
3653,2862,SERC,Kentucky: Tennessee:,Severe Weather,Unknown,50000,2019-06-21 00:00:00,19:15:00,,,Tennessee,Southeast
3654,2863,WECC,California: Kern County;,Vandalism,0,0,2019-06-21 00:00:00,10:00:00,2019-06-21 00:00:00,11:00:00,California,West
3655,2864,RF,Delaware: New Castle County;,Vandalism,0,0,2020-06-21 00:00:00,01:16:00,2020-06-21 00:00:00,18:45:00,Delaware,Northeast
3656,2865,SERC,Arkansas: Benton County;,Suspicious Activity,0,0,2021-06-21 00:00:00,15:50:00,2021-06-21 00:00:00,16:50:00,Arkansas,South
3657,2866,RF,Michigan:,Severe Weather,Unknown,151852,2021-06-21 00:00:00,05:14:00,2021-06-21 00:00:00,19:00:00,Michigan,Midwest
3658,2867,RFC,"Michigan: Wayne County, Monroe County",Severe Weather,Unknown,118631,2017-06-22 00:00:00,18:00:00,2017-06-25 00:00:00,12:45:00,Michigan,Midwest
3659,2868,WECC,Washington:,Severe Weather,10000,4200000,2018-06-22 00:00:00,14:38:00,,,Washington,West
3660,2869,SERC,Alabama: Georgia:,Severe Weather,115,34637,2019-06-22 00:00:00,20:46:00,2019-06-23 00:00:00,00:30:00,Alabama,Southeast
3661,2869,SERC,Alabama: Georgia:,Severe Weather,115,34637,2019-06-22 00:00:00,20:46:00,2019-06-23 00:00:00,00:30:00,Georgia,Southeast
3662,2870,RF,"Pennsylvania: Allegheny County, Beaver County;",System Operations,0,0,2020-06-22 00:00:00,11:44:00,2020-06-22 00:00:00,12:42:00,Pennsylvania,Northeast
3663,2871,SERC/RF,Virginia:,Severe Weather/Distribution Interruption,Unknown,100000,2022-06-22 00:00:00,16:56:00,2022-06-23 00:00:00,02:00:00,Virginia,Southeast
3664,2872,TRE,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",Severe Weather,Unknown,265000,2019-06-23 00:00:00,22:00:00,2019-06-25 00:00:00,23:00:00,Texas,South
3665,2873,SPP RE,Arkansas:,Transmission Interruption,47,16199,2019-06-23 00:00:00,05:13:00,2019-06-23 00:00:00,10:58:00,Arkansas,South
3666,2874,SERC,Missouri: Boone County;,System Operations,0,0,2021-06-23 00:00:00,15:47:00,2021-06-23 00:00:00,16:44:00,Missouri,Midwest
3667,2875,NPCC,New Jersey: Cape May County;,Suspicious Activity,0,0,2022-06-23 00:00:00,12:41:00,2022-06-23 00:00:00,13:41:00,New Jersey,Northeast
3668,2876,WECC,California:,Fuel Supply Deficiency,0,0,2022-06-23 00:00:00,10:55:00,,,California,West
3669,2877,SPP RE,Oklahoma: Oklahoma County;,System Operations,0,0,2019-06-24 00:00:00,09:40:00,2019-06-24 00:00:00,15:17:00,Oklahoma,South
3670,2878,SPP RE,Arkansas:,Severe Weather,Unknown,56451,2019-06-24 00:00:00,05:30:00,2019-06-24 00:00:00,08:45:00,Arkansas,South
3671,2879,WECC,California: Plumas County;,Transmission Interruption,36,7621,2021-06-24 00:00:00,03:34:00,2021-06-24 00:00:00,05:07:00,California,West
3672,2880,SERC,Washington: Kittitas County;,Vandalism,0,0,2021-06-24 00:00:00,07:07:00,2021-06-24 00:00:00,13:48:00,Washington,West
3673,2881,SERC,Louisiana:,Fuel Supply Deficiency,Unknown,Unknown,2022-06-24 00:00:00,23:09:00,2022-06-25 00:00:00,00:00:00,Louisiana,South
3674,2882,SERC,Kentucky: Madison County;,Suspicious Activity,Unknown,0,2020-06-25 00:00:00,09:40:00,2020-06-25 00:00:00,11:00:00,Kentucky,Southeast
3675,2883,MRO,North Dakota: Williams County;,Transmission Interruption,53,0,2019-06-26 00:00:00,13:58:00,2019-06-26 00:00:00,14:03:00,North Dakota,Midwest
3676,2884,MRO,North Dakota: Mountrail County;,Vandalism,0,0,2020-06-26 00:00:00,16:20:00,2020-06-29 00:00:00,15:00:00,North Dakota,Midwest
3677,2885,TRE,Texas: Travis County;,System Operations,0,0,2020-06-26 00:00:00,12:47:00,2020-06-26 00:00:00,13:53:00,Texas,South
3678,2886,WECC,Nevada: Clark County;,Vandalism,0,0,2022-06-26 00:00:00,17:05:00,2022-06-26 00:00:00,22:42:00,Nevada,West
3679,2887,NPCC,New York: New York County;,Suspicious Activity,0,0,2018-06-27 00:00:00,14:30:00,2018-06-27 00:00:00,14:33:00,New York,Northeast
3680,2888,SERC,Alabama: Georgia:,Severe Weather,33480,78109,2020-06-27 00:00:00,16:00:00,2020-06-28 00:00:00,02:27:00,Alabama,Southeast
3681,2888,SERC,Alabama: Georgia:,Severe Weather,33480,78109,2020-06-27 00:00:00,16:00:00,2020-06-28 00:00:00,02:27:00,Georgia,Southeast
3682,2889,MRO,North Dakota: Morton County;,Vandalism,4,1003,2021-06-27 00:00:00,20:10:00,2021-06-27 00:00:00,21:30:00,North Dakota,Midwest
3683,2890,NPCC,New York: Jefferson County;,Vandalism,Unknown,982,2021-06-27 00:00:00,02:27:00,2021-06-27 00:00:00,03:30:00,New York,Northeast
3684,2891,RF/MRO,Michigan: Wayne County;,System Operations,0,0,2022-06-27 00:00:00,17:07:00,2022-06-28 00:00:00,01:42:00,Michigan,Midwest
3685,2892,TRE,Texas: Victoria County;,Severe Weather,14,2491,2022-06-27 00:00:00,14:26:00,2022-06-28 00:00:00,03:56:00,Texas,South
3686,2893,TRE,Texas:,System Operations,0,0,2022-06-27 00:00:00,06:21:00,2022-06-27 00:00:00,07:26:00,Texas,South
3687,2894,SERC,Missouri: Illinois:,Severe Weather,Unknown,112000,2018-06-28 00:00:00,18:36:00,2018-07-01 00:00:00,07:00:00,Illinois,Midwest
3688,2894,SERC,Missouri: Illinois:,Severe Weather,Unknown,112000,2018-06-28 00:00:00,18:36:00,2018-07-01 00:00:00,07:00:00,Missouri,Midwest
3689,2895,SERC,Alabama: Georgia:,Severe Weather,160,48109,2018-06-28 00:00:00,14:50:00,2018-06-29 00:00:00,09:00:00,Alabama,Southeast
3690,2895,SERC,Alabama: Georgia:,Severe Weather,160,48109,2018-06-28 00:00:00,14:50:00,2018-06-29 00:00:00,09:00:00,Georgia,Southeast
3691,2896,WECC,Idaho: Nez Perce County;,Transmission Interruption,0,0,2019-06-28 00:00:00,14:25:00,,,Idaho,West
3692,2897,WECC,"Washington: Spokane County, Stevens County, Lincoln County, Adams County, Whitman County; Idaho: Kootenai County, Bonner County, Shoshone County, Boundary County, Benewah County, Latah County, Nez Perce County;",Severe Weather,44,Unknown,2021-06-28 00:00:00,13:20:00,,,Idaho,West
3693,2897,WECC,"Washington: Spokane County, Stevens County, Lincoln County, Adams County, Whitman County; Idaho: Kootenai County, Bonner County, Shoshone County, Boundary County, Benewah County, Latah County, Nez Perce County;",Severe Weather,44,Unknown,2021-06-28 00:00:00,13:20:00,,,Washington,West
3694,2898,SERC,North Carolina:,Transmission Interruption,0,0,2021-06-28 00:00:00,11:22:00,,,North Carolina,Southeast
3695,2899,TRE,Texas: Travis County;,System Operations,0,0,2022-06-28 00:00:00,09:27:00,2022-06-28 00:00:00,10:42:00,Texas,South
3696,2900,SERC,Kentucky: Clark County;,Suspicious Activity,0,0,2022-06-28 00:00:00,09:39:00,2022-06-28 00:00:00,09:40:00,Kentucky,Southeast
3697,2901,SERC,Louisiana: Orleans Parish,Vandalism ,130,6467,2017-06-29 00:00:00,04:00:00,,,Louisiana,South
3698,2902,MRO,Minnesota: St. Louis County;,Severe Weather,350,Unknown,2018-06-29 00:00:00,07:35:00,2018-06-29 00:00:00,09:30:00,Minnesota,Midwest
3699,2903,SERC,Kentucky:,System Operations,Unknown,Unknown,2018-06-29 00:00:00,03:38:00,,,Kentucky,Southeast
3700,2904,SPP RE,Arkansas: Garland County;,Transmission Interruption,0,0,2020-06-29 00:00:00,14:32:00,2020-06-29 00:00:00,16:35:00,Arkansas,South
3701,2905,RF,"Michigan: Oakland County, Macomb County, Wayne County;",Severe Weather,Unknown,53000,2021-06-29 00:00:00,16:00:00,,,Michigan,Midwest
3702,2906,WECC,Idaho: Ada County,Vandalism ,0,0,2017-06-30 00:00:00,07:45:00,2017-06-30 00:00:00,07:46:00,Idaho,West
3703,2907,WECC,California: Los Angeles County;,Vandalism,0,0,2018-06-30 00:00:00,12:30:00,2018-06-30 00:00:00,12:31:00,California,West
3704,2908,TRE,"Texas: Travis County, Williamson County;",System Operations,0,0,2018-06-30 00:00:00,10:45:00,2018-06-30 00:00:00,11:28:00,Texas,South
3705,2909,NPCC,"New York: Nassau County, Suffolk County;",Severe Weather,3189,52498,2019-06-30 00:00:00,15:15:00,2019-06-30 00:00:00,16:15:00,New York,Northeast
3706,2910,SERC,"Illinois: Cook County, DeKalb County, DuPage County, Grundy County, Iroquois County, Ford County, Lake County, Kendall County, Kankakee County, Kane County, Ogle County;",Severe Weather,Unknown,100000,2019-06-30 00:00:00,15:30:00,2019-06-30 00:00:00,20:30:00,Illinois,Midwest
3707,2911,WECC,Oregon:,Vandalism,0,0,2020-06-30 00:00:00,10:28:00,2020-06-30 00:00:00,10:29:00,Oregon,West
3708,2912,NPCC,Connecticut: Massachusetts: Rhode Island: Vermont: New Hampshire: Maine:,Severe Weather,Unknown,53103,2021-06-30 00:00:00,18:50:00,,,Connecticut,Northeast
3709,2912,NPCC,Connecticut: Massachusetts: Rhode Island: Vermont: New Hampshire: Maine:,Severe Weather,Unknown,53103,2021-06-30 00:00:00,18:50:00,,,Maine,Northeast
3710,2912,NPCC,Connecticut: Massachusetts: Rhode Island: Vermont: New Hampshire: Maine:,Severe Weather,Unknown,53103,2021-06-30 00:00:00,18:50:00,,,Massachusetts,Northeast
3711,2912,NPCC,Connecticut: Massachusetts: Rhode Island: Vermont: New Hampshire: Maine:,Severe Weather,Unknown,53103,2021-06-30 00:00:00,18:50:00,,,New Hampshire,Northeast
3712,2912,NPCC,Connecticut: Massachusetts: Rhode Island: Vermont: New Hampshire: Maine:,Severe Weather,Unknown,53103,2021-06-30 00:00:00,18:50:00,,,Rhode Island,Northeast
3713,2912,NPCC,Connecticut: Massachusetts: Rhode Island: Vermont: New Hampshire: Maine:,Severe Weather,Unknown,53103,2021-06-30 00:00:00,18:50:00,,,Vermont,Northeast
3714,2913,RF,Michigan: Wayne County;,System Operations,0,0,2022-06-30 00:00:00,19:58:00,2022-06-30 00:00:00,20:50:00,Michigan,Midwest
3715,2914,RF,Pennsylvania:,Transmission Interruption,32,2013,2020-07-01 00:00:00,19:26:00,2020-07-01 00:00:00,19:44:00,Pennsylvania,Northeast
3716,2915,WECC,California: Kern County;,Vandalism,20,0,2022-07-01 00:00:00,11:45:00,,,California,West
3717,2916,WECC,Idaho: Ada County;,Vandalism,0,0,2019-07-02 00:00:00,13:00:00,2019-07-02 00:00:00,13:22:00,Idaho,West
3718,2917,WECC,California: Butte County;,Fuel Supply Deficiency,0,0,2020-07-02 00:00:00,20:30:00,,,California,West
3719,2918,WECC,New Mexico: Bernalillo County;,Vandalism,45,34509,2021-07-03 00:00:00,23:08:00,2021-07-04 00:00:00,02:16:00,New Mexico,Southwest
3720,2919,WECC,California: Contra Costa County;,Vandalism,0,0,2022-07-03 00:00:00,10:30:00,2022-07-03 00:00:00,10:40:00,California,West
3721,2920,MRO,Oklahoma:,Vandalism,0,0,2022-07-03 00:00:00,05:18:00,2022-07-03 00:00:00,08:24:00,Oklahoma,South
3722,2921,WECC,California: Kern County;,Actual Physical Attack,Unknown,1079,2022-07-03 00:00:00,11:02:00,,,California,West
3723,2922,WECC,Colorado: Pueblo County;,Vandalism,Unknown,5058,2018-07-04 00:00:00,22:00:00,2018-07-04 00:00:00,22:30:00,Colorado,West
3724,2923,SERC,Tennessee:,System Operations,0,0,2018-07-04 00:00:00,17:54:00,2018-07-04 00:00:00,19:20:00,Tennessee,Southeast
3725,2924,WECC,Washington: Chelan County;,Natural Disaster,0,0,2021-07-04 00:00:00,15:33:00,2021-07-04 00:00:00,20:32:00,Washington,West
3726,2925,WECC,California: Amador County;,System Operations,3,3001,2022-07-04 00:00:00,18:21:00,,,California,West
3727,2926,NPCC,New York:,Transmission Interruption,0,0,2021-07-05 00:00:00,05:32:00,2021-07-05 00:00:00,08:58:00,New York,Northeast
3728,2927,RF/SERC,Ohio: Kentucky:,Transmission Interruption,0,0,2021-07-05 00:00:00,14:04:00,2021-07-05 00:00:00,14:41:00,Kentucky,Southeast
3729,2927,RF/SERC,Ohio: Kentucky:,Transmission Interruption,0,0,2021-07-05 00:00:00,14:04:00,2021-07-05 00:00:00,14:41:00,Ohio,Midwest
3730,2928,WECC,Washington: Pierce County; Oregon: Idaho: Montana:,Actual Physical Attack,0,0,2022-07-05 00:00:00,08:00:00,2022-07-05 00:00:00,08:06:00,Idaho,West
3731,2928,WECC,Washington: Pierce County; Oregon: Idaho: Montana:,Actual Physical Attack,0,0,2022-07-05 00:00:00,08:00:00,2022-07-05 00:00:00,08:06:00,Montana,West
3732,2928,WECC,Washington: Pierce County; Oregon: Idaho: Montana:,Actual Physical Attack,0,0,2022-07-05 00:00:00,08:00:00,2022-07-05 00:00:00,08:06:00,Oregon,West
3733,2928,WECC,Washington: Pierce County; Oregon: Idaho: Montana:,Actual Physical Attack,0,0,2022-07-05 00:00:00,08:00:00,2022-07-05 00:00:00,08:06:00,Washington,West
3734,2929,RF/SERC,Iowa: Illinois:,System Operations,0,0,2022-07-05 00:00:00,20:46:00,2022-07-05 00:00:00,21:40:00,Illinois,Midwest
3735,2929,RF/SERC,Iowa: Illinois:,System Operations,0,0,2022-07-05 00:00:00,20:46:00,2022-07-05 00:00:00,21:40:00,Iowa,Midwest
3736,2930,WECC,Idaho: Jerome County,Vandalism,0,0,2017-07-06 00:00:00,00:00:00,,,Idaho,West
3737,2931,SERC,Mississippi: Panola County;,Vandalism,Unknown,3000,2019-07-06 00:00:00,22:00:00,2019-07-07 00:00:00,13:57:00,Mississippi,Southeast
3738,2932,NPCC,New York: Kings County;,Suspicious Activity,0,0,2020-07-06 00:00:00,12:26:00,,,New York,Northeast
3739,2933,RF,District of Columbia: Maryland:,System Operations,0,0,2020-07-06 00:00:00,18:45:00,2020-07-06 00:00:00,19:42:00,Maryland,Northeast
3740,2934,RF,Ohio:,Severe Weather/Transmisison Interruption,Unknown,136827,2021-07-06 00:00:00,19:41:00,2021-07-06 00:00:00,21:50:00,Ohio,Midwest
3741,2935,RF/SERC,Ohio: Kentucky:,Severe Weather/Transmission Interruption,Unknown,104700,2022-07-06 00:00:00,14:39:00,2022-07-07 00:00:00,03:54:00,Kentucky,Southeast
3742,2935,RF/SERC,Ohio: Kentucky:,Severe Weather/Transmission Interruption,Unknown,104700,2022-07-06 00:00:00,14:39:00,2022-07-07 00:00:00,03:54:00,Ohio,Midwest
3743,2936,SERC,Virginia: Fluvanna County;,Suspicious Activity,0,0,2022-07-06 00:00:00,16:23:00,2022-07-06 00:00:00,16:35:00,Virginia,Southeast
3744,2937,SERC,Kentucky: Nelson County;,Vandalism,0,0,2022-07-06 00:00:00,06:18:00,2022-07-06 00:00:00,06:19:00,Kentucky,Southeast
3745,2938,WECC,Utah: California: Oregon: Douglas County;,Vandalism,0,0,2022-07-06 00:00:00,12:40:00,2022-07-06 00:00:00,12:41:00,California,West
3746,2938,WECC,Utah: California: Oregon: Douglas County;,Vandalism,0,0,2022-07-06 00:00:00,12:40:00,2022-07-06 00:00:00,12:41:00,Oregon,West
3747,2938,WECC,Utah: California: Oregon: Douglas County;,Vandalism,0,0,2022-07-06 00:00:00,12:40:00,2022-07-06 00:00:00,12:41:00,Utah,West
3748,2939,MRO,Oklahoma: Okmulgee County;,Actual Physical Attack,25,4836,2022-07-06 00:00:00,01:58:00,,,Oklahoma,South
3749,2940,RFC,"Michigan: Kent County, Ottawa County, Muskegon County, Barry County, Oceana County, Eaton County",Severe Weather,Unknown,160000,2017-07-07 00:00:00,03:30:00,2017-07-08 00:00:00,19:30:00,Michigan,Midwest
3750,2941,WECC,California: Los Angeles County;,Transmission Interruption,0,0,2020-07-07 00:00:00,11:38:00,2020-07-07 00:00:00,18:24:00,California,West
3751,2942,WECC,Colorado:,Transmission Interruption,0,0,2020-07-07 00:00:00,13:09:00,2020-07-08 00:00:00,08:17:00,Colorado,West
3752,2943,RF,West Virginia: Wyoming County;,Severe Weather/Transmission Interruption,Unknown,Unknown,2020-07-07 00:00:00,19:17:00,2020-07-07 00:00:00,23:49:00,Virginia,Southeast
3753,2943,RF,West Virginia: Wyoming County;,Severe Weather/Transmission Interruption,Unknown,Unknown,2020-07-07 00:00:00,19:17:00,2020-07-07 00:00:00,23:49:00,West Virginia,Southeast
3754,2943,RF,West Virginia: Wyoming County;,Severe Weather/Transmission Interruption,Unknown,Unknown,2020-07-07 00:00:00,19:17:00,2020-07-07 00:00:00,23:49:00,Wyoming,West
3755,2944,SERC,Florida: Polk County;,Transmission Interruption,450,0,2021-07-07 00:00:00,00:02:00,2021-07-07 00:00:00,00:20:00,Florida,Southeast
3756,2945,RF,"Michigan: Macomb County, Oakland County, Monroe County, Livingston County, St. Clair County, Washtenaw County, Wayne County;",Severe Weather,Unknown,90000,2021-07-07 00:00:00,15:30:00,,,Michigan,Midwest
3757,2946,WECC,California: Los Angeles County,Transmission Interruption,645,176867,2017-07-08 00:00:00,18:52:00,2017-07-09 00:00:00,08:00:00,California,West
3758,2947,TRE,Texas:,Actual Physical Attack,0,0,2020-07-08 00:00:00,22:04:00,,,Texas,South
3759,2948,WECC,California:,Fuel Supply Deficiency,0,0,2020-07-08 00:00:00,18:45:00,,,California,West
3760,2949,NPCC,New York:,Severe Weather/Transmisison Interruption,0,0,2021-07-08 00:00:00,17:01:00,2021-07-08 00:00:00,17:24:00,New York,Northeast
3761,2950,MRO,North Dakota: Stark County;,Severe Weather/Transmisison Interruption,88,0,2021-07-08 00:00:00,20:29:00,2021-07-08 00:00:00,20:33:00,North Dakota,Midwest
3762,2951,WECC,"California: Merced County, Kern County; Nevada: Clark County;",System Operations,0,0,2018-07-09 00:00:00,13:10:00,2018-07-09 00:00:00,14:45:00,California,West
3763,2951,WECC,"California: Merced County, Kern County; Nevada: Clark County;",System Operations,0,0,2018-07-09 00:00:00,13:10:00,2018-07-09 00:00:00,14:45:00,Nevada,West
