,Index, NERC Region,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected ,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Affected State
170,142,SERC,Central and Eastern North Carolina and Northern and Eastern South Carolina,Hurricane Charley,500,94000,2004-08-14 00:00:00,13:00:00,2004-08-14 00:00:00,23:00:00,South Carolina
171,143,NPCC,"Boston, Massachusetts",Major Transmission Line Tripped due to Lightning Strike,22700,380000,2004-08-20 00:00:00,15:31:00,2004-08-20 00:00:00,21:45:00,Massachusetts
172,144,SERC,Southeastern South Carolina,Tropical Storm Gaston,450,125000,2004-08-29 00:00:00,09:52:00,2004-08-29 00:00:00,18:00:00,South Carolina
173,145,SERC,"Central Virginia, South to North Carolina and East to the Virginia Coast",Tropical Storm Gaston,150,99816,2004-08-30 00:00:00,18:58:00,2004-08-31 00:00:00,15:35:00,North Carolina
174,145,SERC,"Central Virginia, South to North Carolina and East to the Virginia Coast",Tropical Storm Gaston,150,99816,2004-08-30 00:00:00,18:58:00,2004-08-31 00:00:00,15:35:00,Virginia
175,146,FRCC,"City of Fort Pierce, Florida",Hurricane Frances,125,26000,2004-09-03 00:00:00,21:00:00,2004-09-05 00:00:00,14:00:00,Florida
176,147,FRCC,"Hillsborough, Pasco, and Polk County, Florida",Hurricane Frances,1100,268000,2004-09-04 00:00:00,10:00:00,2004-09-12 00:00:00,19:00:00,Florida
177,148,FRCC,"West Palm Beach to Daytona Beach, Florida",Hurricane Frances,6000,2775093,2004-09-04 00:00:00,08:00:00,2004-09-06 00:00:00,08:00:00,Florida
178,149,FRCC,"Florida counties of Alachua, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",Hurricane Frances,2100,832898,2004-09-05 00:00:00,07:00:00,2004-09-12 00:00:00,00:00:00,Florida
179,150,FRCC,"Orlando, Florida",Hurricane Frances,200,65000,2004-09-05 00:00:00,01:00:00,2004-09-09 00:00:00,17:00:00,Florida
180,151,SERC,"Florida, Mississippi, Alabama, Georgia",Hurricane Frances,3000,99000,2004-09-06 00:00:00,13:00:00,2004-09-09 00:00:00,12:00:00,Alabama
181,151,SERC,"Florida, Mississippi, Alabama, Georgia",Hurricane Frances,3000,99000,2004-09-06 00:00:00,13:00:00,2004-09-09 00:00:00,12:00:00,Florida
182,151,SERC,"Florida, Mississippi, Alabama, Georgia",Hurricane Frances,3000,99000,2004-09-06 00:00:00,13:00:00,2004-09-09 00:00:00,12:00:00,Georgia
183,151,SERC,"Florida, Mississippi, Alabama, Georgia",Hurricane Frances,3000,99000,2004-09-06 00:00:00,13:00:00,2004-09-09 00:00:00,12:00:00,Mississippi
184,152,SERC,Georgia,Hurricane Frances,2200,150000,2004-09-07 00:00:00,10:00:00,2004-09-08 00:00:00,12:00:00,Georgia
185,153,SERC,"Florida, Mississippi, Alabama, Georgia",Hurricane Ivan,916,916316,2004-09-15 00:00:00,19:00:00,2004-09-17 00:00:00,19:00:00,Alabama
186,153,SERC,"Florida, Mississippi, Alabama, Georgia",Hurricane Ivan,916,916316,2004-09-15 00:00:00,19:00:00,2004-09-17 00:00:00,19:00:00,Florida
187,153,SERC,"Florida, Mississippi, Alabama, Georgia",Hurricane Ivan,916,916316,2004-09-15 00:00:00,19:00:00,2004-09-17 00:00:00,19:00:00,Georgia
188,153,SERC,"Florida, Mississippi, Alabama, Georgia",Hurricane Ivan,916,916316,2004-09-15 00:00:00,19:00:00,2004-09-17 00:00:00,19:00:00,Mississippi
189,154,PR,Whole Island of Puerto Rico,Hurricane Jeanne,1243,1423590,2004-09-15 00:00:00,12:04:00,2004-09-23 00:00:00,12:00:00,Puerto Rico
190,155,SERC,"Baldwin County, Alabama, Escambia County, Florida, Washington County, Alabama",Hurricane Ivan,263,75000,2004-09-16 00:00:00,02:00:00,2004-09-16 00:00:00,10:02:00,Alabama
191,155,SERC,"Baldwin County, Alabama, Escambia County, Florida, Washington County, Alabama",Hurricane Ivan,263,75000,2004-09-16 00:00:00,02:00:00,2004-09-16 00:00:00,10:02:00,Florida
192,155,SERC,"Baldwin County, Alabama, Escambia County, Florida, Washington County, Alabama",Hurricane Ivan,263,75000,2004-09-16 00:00:00,02:00:00,2004-09-16 00:00:00,10:02:00,Washington
193,156,SERC,Western  North and South Carolina,Hurricane Ivan,500,175000,2004-09-16 00:00:00,21:00:00,2004-09-20 00:00:00,16:00:00,South Carolina
194,157,SERC,Western North Carolina,Hurricane Ivan,400,112000,2004-09-17 00:00:00,04:30:00,2004-09-18 00:00:00,12:00:00,North Carolina
195,158,FRCC,"City of Fort Pierce, Florida",Hurricane Jeanne,125,26000,2004-09-25 00:00:00,17:00:00,2004-09-26 00:00:00,09:00:00,Florida
196,159,FRCC,"Florida counties of Alachua, Bay, Brevard, Citrus, Columbia, Dixie, Flagler, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Hillsborough, Jefferson, Lafayette, Lake, Leon, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",Hurricane Jeanne,1800,722000,2004-09-26 00:00:00,06:00:00,2004-10-01 00:00:00,00:00:00,Florida
197,160,FRCC,"Hillsborough, Pasco, and Polk County, Florida",Hurricane Jeanne,1250,285300,2004-09-26 00:00:00,02:00:00,2004-09-27 00:00:00,00:00:00,Florida
198,161,FRCC,"Orlando and St. Cloud, Florida",Hurricane Jeanne,350,110000,2004-09-26 00:00:00,03:00:00,2004-09-30 00:00:00,09:00:00,Florida
199,162,SERC,Georgia,Hurricane Jeanne,854,85455,2004-09-27 00:00:00,08:00:00,2004-09-27 00:00:00,14:00:00,Georgia
202,165,WECC,Northern California,Severe Storm with High Wind Gusts,140,407440,2004-10-18 00:00:00,22:30:00,2004-10-20 00:00:00,09:00:00,California
203,166,SPP,Southeastern Louisiana in the New Orleans area,Public Appeal/Breaker Failure and Fire,-,-,2004-10-25 00:00:00,11:00:00,2004-10-26 00:00:00,10:00:00,Louisiana
204,167,WECC,"San  Jose, California",Major Transmission Distribution System Interruption,103,59458,2004-10-28 00:00:00,15:27:00,2004-10-28 00:00:00,18:08:00,California
205,168,ECAR,"Lower peninsula of Michigan. following area:  Grand Rapids, Kalamazoo, Battle Creek, Greenville, Jackson,  Flint, Lansing, Allegan, Temperance",Severe Storm with High Wind Gusts,60,122000,2004-10-30 00:00:00,10:00:00,2004-11-01 00:00:00,18:00:00,Michigan
206,169,ECAR,Southeastern Michigan,High Wind Gusts,700,159870,2004-10-30 00:00:00,12:30:00,2004-11-03 00:00:00,13:50:00,Michigan
207,170,NPCC,"Sayreville, New Jersey Long Island, New York",Fuel Supply Deficiency - Williams Company: Event for Trans Continental Gas Pipeline,0,0,2004-11-09 00:00:00,14:15:00,2004-11-12 00:00:00,13:07:00,New Jersey
208,170,NPCC,"Sayreville, New Jersey Long Island, New York",Fuel Supply Deficiency - Williams Company: Event for Trans Continental Gas Pipeline,0,0,2004-11-09 00:00:00,14:15:00,2004-11-12 00:00:00,13:07:00,New York
210,172,ERCOT,"Houston, Texas and surrounding suburban areas",Strong Thunderstorms,150,119000,2004-11-23 00:00:00,22:00:00,2004-11-24 00:00:00,01:00:00,Texas
211,173,SERC,Georgia,Strong Thunderstorms,100,83450,2004-11-24 00:00:00,10:00:00,2004-11-24 00:00:00,16:00:00,Georgia
212,174,MAAC,"Bucks, Chester, Delaware, Montgomery, and Philadelphia Counties, Pennsylvania",Heavy Rain and Wind Storm,-,105312,2004-12-01 00:00:00,07:30:00,2004-12-02 00:00:00,22:09:00,Delaware
213,174,MAAC,"Bucks, Chester, Delaware, Montgomery, and Philadelphia Counties, Pennsylvania",Heavy Rain and Wind Storm,-,105312,2004-12-01 00:00:00,07:30:00,2004-12-02 00:00:00,22:09:00,Pennsylvania
214,175, MAAC,"Central Maryland (Baltimore City, Baltimore County, Anne Arundel County, Hartford County, Montgomery County, Calvert County, Prince George's County, Carroll County and Howard County)",High Winds,270,122000,2004-12-01 00:00:00,10:00:00,2004-12-02 00:00:00,23:59:00,Maryland
216,177,WECC,"Salinas, California and surrounding communities",Severe Weather/Line Relayed,100,95000,2004-12-27 00:00:00,07:50:00,2004-12-27 00:00:00,10:50:00,California
217,178,SPP,Eastern one third of the state of Kansas,Winter Storm,200,211000,2005-01-04 00:00:00,18:00:00,2005-01-14 00:00:00,12:00:00,Kansas
219,180,ECAR,Indiana Michigan Region - Muncie District,Winter Ice Storm,545,114791,2005-01-05 00:00:00,21:10:00,2005-01-16 00:00:00,11:00:00,Indiana
220,180,ECAR,Indiana Michigan Region - Muncie District,Winter Ice Storm,545,114791,2005-01-05 00:00:00,21:10:00,2005-01-16 00:00:00,11:00:00,Michigan
221,181,WECC,Northern California,Winter Storm,120,442000,2005-01-07 00:00:00,13:00:00,2005-01-10 00:00:00,08:00:00,California
222,182,PR,Island of Puerto Rico,Voltage Reduction,140,,2005-01-23 00:00:00,10:42:00,2005-01-23 00:00:00,11:24:00,Puerto Rico
223,183,PR,Island of Puerto Rico,Voltage Reduction/Shed Load,225,70717,2005-01-24 00:00:00,06:38:00,2005-01-24 00:00:00,06:50:00,Puerto Rico
224,184,PR,Island of Puerto Rico,Voltage Reduction/Shed Load,385,,2005-01-24 00:00:00,12:27:00,2005-01-24 00:00:00,12:34:00,Puerto Rico
225,185,SERC,Georgia,Ice Storm,65 to 100,82000,2005-01-29 00:00:00,16:00:00,2005-01-30 00:00:00,15:00:00,Georgia
226,186,SERC,Parts of Alabama and Georgia,Ice Storm,100,150000,2005-01-29 00:00:00,10:00:00,2005-01-31 00:00:00,10:00:00,Alabama
227,186,SERC,Parts of Alabama and Georgia,Ice Storm,100,150000,2005-01-29 00:00:00,10:00:00,2005-01-31 00:00:00,10:00:00,Georgia
228,187,PR,Island of Puerto Rico,Voltage Reduction,460,,2005-02-01 00:00:00,17:58:00,2005-02-01 00:00:00,18:01:00,Puerto Rico
229,188,PR,Island of Puerto Rico,Generator Loss,380,,2005-02-15 00:00:00,13:12:00,2005-02-15 00:00:00,13:30:00,Puerto Rico
230,189,PR,Island of Puerto Rico,Load Shedding,325,139438,2005-02-16 00:00:00,13:26:00,2005-02-16 00:00:00,13:43:00,Puerto Rico
231,190,PR,Island of Puerto Rico,Generator Loss/Voltage Reduction,648,372288,2005-02-18 00:00:00,08:16:00,2005-02-18 00:00:00,08:41:00,Puerto Rico
232,191,PR,Island of Puerto Rico,Voltage Reduction,200,,2005-02-24 00:00:00,00:58:00,2005-02-24 00:00:00,01:05:00,Puerto Rico
233,192,SERC,Eastern and Central North Carolina,Wind Storms,180,51600,2005-03-08 00:00:00,11:00:00,2005-03-08 00:00:00,15:00:00,North Carolina
234,193,ECAR,"Cleveland, Ohio and northeast Ohio ",Winter Storm,,211000,2005-04-01 00:00:00,00:00:00,2005-04-06 00:00:00,12:00:00,Ohio
235,194,WECC,"San Francisco Bay area, California",Lightning Strike,126,PG&E,2005-04-22 00:00:00,15:51:00,2005-04-22 00:00:00,15:59:00,California
236,195,ECAR,"Cleveland, Ohio and northeast Ohio ",Winter Storm,,150000,2005-04-23 00:00:00,06:00:00,2005-04-27 00:00:00,06:00:00,Ohio
237,196,PR,Island of Puerto Rico,Voltage Reduction,345,116552,2005-04-23 00:00:00,04:22:00,2005-04-23 00:00:00,04:48:00,Puerto Rico
238,197,SERC,Alabama and Georgia,Thunderstorms,100,51808,2005-04-30 00:00:00,08:00:00,2005-04-30 00:00:00,10:00:00,Alabama
239,197,SERC,Alabama and Georgia,Thunderstorms,100,51808,2005-04-30 00:00:00,08:00:00,2005-04-30 00:00:00,10:00:00,Georgia
240,198,ERCOT,"Houston, Texas and surrounding suburban areas",Strong Thunderstorms,672,243000,2005-05-08 00:00:00,15:00:00,2005-05-08 00:00:00,22:00:00,Texas
241,199,PR,Island of Puerto Rico,Voltage Reduction,529,,2005-05-11 00:00:00,19:00:00,2005-05-11 00:00:00,20:31:00,Puerto Rico
242,200,ERCOT,"Houston, Texas and surrounding suburban areas",Strong Thunderstorms,328,123000,2005-05-29 00:00:00,20:00:00,2005-05-30 00:00:00,02:30:00,Texas
243,201,ECAR,Portions of  the southern 2/3 of  Michigan's Lower Peninsula,Strong Thunderstorm,50-60 ,105000,2005-06-05 00:00:00,14:00:00,2005-06-07 00:00:00,18:00:00,Michigan
244,202,ECAR,Southeast  Michigan,Strong Thunderstorm/High Winds,1826,201580,2005-06-05 00:00:00,14:00:00,2005-06-10 00:00:00,07:30:00,Michigan
245,203,MAAC,"Bucks, Montgomery, Delaware, Chester, Philadelphia counties, Pennsylvania",Strong Thunderstorm,,143000,2005-06-06 00:00:00,16:43:00,2005-06-07 00:00:00,22:00:00,Delaware
246,203,MAAC,"Bucks, Montgomery, Delaware, Chester, Philadelphia counties, Pennsylvania",Strong Thunderstorm,,143000,2005-06-06 00:00:00,16:43:00,2005-06-07 00:00:00,22:00:00,Pennsylvania
247,204,NPCC,Central/Eastern New York state,Strong Thunderstorms,,65000,2005-06-06 00:00:00,12:00:00,2005-06-08 00:00:00,18:00:00,New York
248,205,MRO,Minnesota,Strong Thunderstorm,50-100,300000,2005-06-08 00:00:00,04:00:00,2005-06-10 00:00:00,22:00:00,Minnesota
249,206,PR,Island of Puerto Rico,Voltage Reduction,35,600000,2005-06-20 00:00:00,11:16:00,2005-06-20 00:00:00,17:15:00,Puerto Rico
250,207,MAIN,"Chicago, Illinois",Transmission Equipment Failure,350,51500,2005-06-24 00:00:00,20:37:00,2005-06-24 00:00:00,23:06:00,Illinois
251,208,WECC,Denver Metropolitan area of Colorado,Fuel Supply Deficiency/Coal Rail Transportation Interruption,0,0,2005-06-28 00:00:00,11:30:00,,,Colorado
252,209,ECAR,Southeast  Michigan,Strong Thunderstorm/High Winds,1000,114711,2005-06-29 00:00:00,16:30:00,2005-07-04 00:00:00,23:30:00,Michigan
253,210,PR,Island of Puerto Rico,Load Shedding,226,132290,2005-07-02 00:00:00,01:27:00,2005-07-02 00:00:00,01:46:00,Puerto Rico
254,211,SPP,"Southeast and Northeast, Louisiana including the New Orleans area",Tropical Storm Cindy,unknown,287000,2005-07-05 00:00:00,21:00:00,2005-07-06 00:00:00,09:00:00,Louisiana
255,212,SERC,"Alabama, Mississippi, Florida, Georgia",Hurricane Dennis,45,228102,2005-07-10 00:00:00,08:00:00,2005-07-12 00:00:00,08:00:00,Alabama
256,212,SERC,"Alabama, Mississippi, Florida, Georgia",Hurricane Dennis,45,228102,2005-07-10 00:00:00,08:00:00,2005-07-12 00:00:00,08:00:00,Florida
257,212,SERC,"Alabama, Mississippi, Florida, Georgia",Hurricane Dennis,45,228102,2005-07-10 00:00:00,08:00:00,2005-07-12 00:00:00,08:00:00,Georgia
258,212,SERC,"Alabama, Mississippi, Florida, Georgia",Hurricane Dennis,45,228102,2005-07-10 00:00:00,08:00:00,2005-07-12 00:00:00,08:00:00,Mississippi
259,213,SERC,Southwest Alabama and Western Panhandle of Florida,Hurricane Dennis,51.2,50000,2005-07-10 00:00:00,12:53:00,2005-07-11 00:00:00,17:33:00,Alabama
260,213,SERC,Southwest Alabama and Western Panhandle of Florida,Hurricane Dennis,51.2,50000,2005-07-10 00:00:00,12:53:00,2005-07-11 00:00:00,17:33:00,Florida
261,214,WECC,Southern California,CA ISO  Stage 2 -Initiated interruption of Air Conditioner Cycling Interruptible Load Program,197,128050,2005-07-21 00:00:00,14:39:00,2005-07-21 00:00:00,17:30:00,California
262,215,WECC,Southern California ,CA ISO Stage 2 -Initiated interruption of Air Conditioner Cycling Interruptible Load Program,206,133900,2005-07-22 00:00:00,13:55:00,2005-07-22 00:00:00,18:00:00,California
263,216,MAAC,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",Severe Thunderstorms,,55118,2005-07-23 00:00:00,01:02:00,2005-07-26 00:00:00,10:50:00,Maryland
264,216,MAAC,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",Severe Thunderstorms,,55118,2005-07-23 00:00:00,01:02:00,2005-07-26 00:00:00,10:50:00,Washington
265,216,MAAC,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",Severe Thunderstorms,,55118,2005-07-23 00:00:00,01:02:00,2005-07-26 00:00:00,10:50:00,Washington DC
266,217,MAAC,"Baltimore County, Anne Arundel County and Prince Georges County, Maryland",Severe Thunderstorms,,87600,2005-07-27 00:00:00,18:00:00,2005-07-29 00:00:00,16:00:00,Maryland
267,218,MAAC,"Bucks, Chester, Delaware, Montgomery and Philadelphia counties, Pennsylvania",Severe Thunderstorms,,93837,2005-07-27 00:00:00,16:50:00,2005-07-28 00:00:00,21:24:00,Delaware
268,218,MAAC,"Bucks, Chester, Delaware, Montgomery and Philadelphia counties, Pennsylvania",Severe Thunderstorms,,93837,2005-07-27 00:00:00,16:50:00,2005-07-28 00:00:00,21:24:00,Pennsylvania
269,219,MAAC,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",Severe Thunderstorm,  N/A,64943,2005-07-27 00:00:00,17:50:00,2005-07-30 00:00:00,21:07:00,Maryland
270,219,MAAC,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",Severe Thunderstorm,  N/A,64943,2005-07-27 00:00:00,17:50:00,2005-07-30 00:00:00,21:07:00,Washington
271,219,MAAC,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",Severe Thunderstorm,  N/A,64943,2005-07-27 00:00:00,17:50:00,2005-07-30 00:00:00,21:07:00,Washington DC
272,220,SERC,Piedmont North and South Carolina,Severe Thunderstorm,300,52200,2005-07-28 00:00:00,20:30:00,2005-08-01 00:00:00,17:00:00,South Carolina
273,221,PR,Island of Puerto Rico,Voltage Reduction/Load Shed,175,47116,2005-08-01 00:00:00,10:28:00,2005-08-01 00:00:00,10:47:00,Puerto Rico
274,222,WECC,"San Francisco Bay area, California",Plant Tripped,240,PG&E,2005-08-08 00:00:00,12:38:00,2005-08-08 00:00:00,16:00:00,California
275,223,PR,Island of Puerto Rico,Voltage Reduction/Load Shed,259,71864,2005-08-19 00:00:00,19:37:00,2005-08-19 00:00:00,20:15:00,Puerto Rico
276,224,ECAR,Northwest Arkansas,Severe Thunderstorms,650,50797,2005-08-20 00:00:00,14:15:00,2005-08-20 00:00:00,16:21:00,Arkansas
277,225,WECC,Southern California,CAISO determined there was  inadequate electric resources to serve load.  Public appeals and a shedding of interruptible and firm load occurred.,-,-,2005-08-25 00:00:00,15:50:00,2005-08-25 00:00:00,20:00:00,California
278,226,WECC,Southern California,CAISO initiated interruption of  interruptible and firm load due to declaration of  Transmission Emergency in Southern California,864,409000,2005-08-25 00:00:00,15:51:00,2005-08-25 00:00:00,20:00:00,California
279,227,SERC,"Alabama, Florida, Mississippi",Hurricane Katrina ,5120,512049,2005-08-29 00:00:00,07:10:00,2005-08-29 00:00:00,22:00:00,Alabama
280,227,SERC,"Alabama, Florida, Mississippi",Hurricane Katrina ,5120,512049,2005-08-29 00:00:00,07:10:00,2005-08-29 00:00:00,22:00:00,Florida
281,227,SERC,"Alabama, Florida, Mississippi",Hurricane Katrina ,5120,512049,2005-08-29 00:00:00,07:10:00,2005-08-29 00:00:00,22:00:00,Mississippi
282,228,SERC,"Alabama, Mississippi,  Tennessee",Hurricane Katrina,118.5,323529,2005-08-29 00:00:00,15:50:00,2005-09-10 00:00:00,12:00:00,Alabama
283,228,SERC,"Alabama, Mississippi,  Tennessee",Hurricane Katrina,118.5,323529,2005-08-29 00:00:00,15:50:00,2005-09-10 00:00:00,12:00:00,Mississippi
284,228,SERC,"Alabama, Mississippi,  Tennessee",Hurricane Katrina,118.5,323529,2005-08-29 00:00:00,15:50:00,2005-09-10 00:00:00,12:00:00,Tennessee
285,229,SPP,"Buras, Louisiana",Hurricane Katrina,,"1.1 million and 100,000 gas customers",2005-08-29 00:00:00,06:00:00,2005-08-30 00:00:00,06:00:00,Louisiana
286,230,FRCC,"City of Lakeland, Florida",Hurricane Katrina  disrupted normal gas allotment through natural gas pipelines (FGT & Gulf stream). Public appeals for conservation were issued.,0,0,2005-08-29 00:00:00,17:00:00,2005-09-08 00:00:00,00:01:00,Florida
288,232,SPP,East and Southeast Louisiana,Hurricane Katrina,300,143000,2005-08-29 00:00:00,01:10:00,2005-08-29 00:00:00,12:42:00,Louisiana
289,233,FRCC,Member Service Territory is located in the West coast of Florida from Tallahassee to Fort Myers,Hurricane Katrina disrupted normal gas supplies distribution. Public appeals for conservation were issued.,0,0,2005-08-31 00:00:00,16:00:00,2005-09-12 00:00:00,08:00:00,Florida
290,234,WECC," Los Angeles, California",Breaker protection cable accidentally cut,2578,900000,2005-09-12 00:00:00,12:32:00,2005-09-12 00:00:00,13:56:00,California
291,235,PR,Island of Puerto Rico,Voltage Reduction/Load Shed,249,66480,2005-09-13 00:00:00,14:14:00,2005-09-13 00:00:00,14:29:00,Puerto Rico
292,236,MAIN,Southeast Wisconsin and Fox Valley,Severe Storm,600,110000,2005-09-13 00:00:00,18:30:00,2005-09-16 00:00:00,20:00:00,Wisconsin
293,237,SERC,Eastern North Carolina,Hurricane Ophelia,215,60000,2005-09-14 00:00:00,15:00:00,2005-09-15 00:00:00,15:00:00,North Carolina
294,238,MRO,Minnesota,High Winds/Tornados,,200000,2005-09-21 00:00:00,19:00:00,2005-09-27 00:00:00,23:00:00,Minnesota
296,240,ECAR,Southeast Michigan,Severe Thunderstorm,366,53000,2005-09-22 00:00:00,11:00:00,2005-09-26 00:00:00,23:30:00,Michigan
297,241,FRCC," Lakeland, Florida",Hurricane Rita  disrupted normal gas allotment through natural gas pipelines (FGT & Gulf stream). Public Appeals for conservation were issued.,0,0,2005-09-23 00:00:00,07:00:00,2005-09-28 00:00:00,11:29:00,Florida
298,242,ERCOT,"Houston, Texas and the surrounding suburban areas",Hurricane Rita,1950,715000,2005-09-23 00:00:00,17:00:00,2005-09-24 00:00:00,20:00:00,Texas
299,243,SPP,"Texas, Louisiana, Arkansas, and Mississippi",Hurricane Rita,,766000,2005-09-23 00:00:00,21:00:00,2005-09-25 00:00:00,07:30:00,Arkansas
