,Index, NERC Region,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected ,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Affected State
2737,2194,SERC,Missouri: Jasper County;,Severe Weather,0,0,2021-02-14 00:00:00,18:00:00,2021-02-16 00:00:00,22:00:00,Missouri
2738,2195,TRE,"Texas: Hidalgo County, Cameron County;",Severe Weather,Unknown,Unknown,2021-02-15 00:00:00,01:20:00,2021-02-18 00:00:00,00:42:00,Texas
2739,2196,TRE,Texas: Harris County;,Severe Weather,4966,1390000,2021-02-15 00:00:00,01:20:00,2021-02-18 00:00:00,00:02:00,Texas
2740,2197,TRE,Texas: Travis County;,System Operations,0,0,2021-02-15 00:00:00,16:00:00,2021-02-15 00:00:00,18:34:00,Texas
2741,2198,TRE,Texas:,Severe Weather,500,Unknown,2021-02-15 00:00:00,00:00:00,,,Texas
2742,2199,TRE,Texas:,Severe Weather,300,Unknown,2021-02-15 00:00:00,05:36:00,,,Texas
2743,2200,TRE,Texas:,Severe Weather,Unknown,175000,2021-02-15 00:00:00,13:00:00,2021-02-20 00:00:00,10:00:00,Texas
2744,2201,TRE,Texas:,Severe Weather,524,Unknown,2021-02-15 00:00:00,01:54:00,2021-02-17 00:00:00,23:56:00,Texas
2745,2202,TRE,Texas:,Severe Weather,7214,Unknown,2021-02-15 00:00:00,01:20:00,2021-02-19 00:00:00,09:00:00,Texas
2746,2203,SERC,Louisiana:,Severe Weather,Unknown,Unknown,2021-02-15 00:00:00,15:00:00,2021-02-19 00:00:00,10:00:00,Louisiana
2747,2204,TRE,Texas: Travis County;,Severe Weather,Unknown,219306,2021-02-15 00:00:00,02:51:00,2021-02-19 00:00:00,09:00:00,Texas
2748,2205,TRE,Texas: Travis County;,Severe Weather,724,Unknown,2021-02-15 00:00:00,01:54:00,2021-02-19 00:00:00,09:00:00,Texas
2749,2206,TRE,Texas: Bexar County;,Severe Weather,Unknown,154000,2021-02-15 00:00:00,03:06:00,,,Texas
2750,2207,TRE,Texas:,Severe Weather,Unknown,Unknown,2021-02-15 00:00:00,05:27:00,2021-02-18 00:00:00,08:18:00,Texas
2751,2208,TRE,Texas:,Severe Weather,Unknown,Unknown,2021-02-15 00:00:00,01:23:00,2021-02-19 00:00:00,05:30:00,Texas
2752,2209,MRO,Kansas:,Severe Weather,Unknown,Unknown,2021-02-15 00:00:00,08:50:00,2021-02-18 00:00:00,09:30:00,Kansas
2753,2210,MRO,Oklahoma:,Fuel Supply Deficiency,0,0,2021-02-15 00:00:00,07:00:00,2021-02-18 00:00:00,09:00:00,Oklahoma
2754,2211,MRO,Oklahoma: Kay County;,Fuel Supply Deficiency,0,Unknown,2021-02-15 00:00:00,19:48:00,2021-02-18 00:00:00,10:30:00,Oklahoma
2755,2212,TRE,Texas: Lubbock County;,Severe Weather,116,29942,2021-02-15 00:00:00,10:24:00,2021-02-18 00:00:00,09:52:00,Texas
2756,2213,TRE,Texas:,Severe Weather,Unknown,Unknown,2021-02-15 00:00:00,18:00:00,2021-02-15 00:00:00,23:55:00,Texas
2757,2214,TRE,Texas:,Severe Weather,800,Unknown,2021-02-15 00:00:00,05:40:00,2021-02-16 00:00:00,13:11:00,Texas
2758,2215,TRE,Texas: Arkansas:,Severe Weather,Unknown,Unknown,2021-02-15 00:00:00,06:45:00,,,Arkansas
2759,2215,TRE,Texas: Arkansas:,Severe Weather,Unknown,Unknown,2021-02-15 00:00:00,06:45:00,,,Texas
2760,2216,SERC,Arkansas: Pulaski County;,Severe Weather,Unknown,Unknown,2021-02-15 00:00:00,05:00:00,2021-02-17 00:00:00,16:00:00,Arkansas
2761,2217,SERC,Mississippi:,Severe Weather,Unknown,Unknown,2021-02-15 00:00:00,17:00:00,2021-02-15 00:00:00,22:59:00,Mississippi
2762,2218,TRE,"Texas: Austin County, Bastrop County, Burleson County, Caldwell County, Colorado County, Fayette County, Gonzales County, Guadalupe County, Hays County, Lee County, Milam County, Travis County, Washington County, Williamson County;",Severe Weather,107,25000,2021-02-15 00:00:00,07:52:00,2021-02-17 00:00:00,14:15:00,Colorado
2763,2218,TRE,"Texas: Austin County, Bastrop County, Burleson County, Caldwell County, Colorado County, Fayette County, Gonzales County, Guadalupe County, Hays County, Lee County, Milam County, Travis County, Washington County, Williamson County;",Severe Weather,107,25000,2021-02-15 00:00:00,07:52:00,2021-02-17 00:00:00,14:15:00,Texas
2764,2218,TRE,"Texas: Austin County, Bastrop County, Burleson County, Caldwell County, Colorado County, Fayette County, Gonzales County, Guadalupe County, Hays County, Lee County, Milam County, Travis County, Washington County, Williamson County;",Severe Weather,107,25000,2021-02-15 00:00:00,07:52:00,2021-02-17 00:00:00,14:15:00,Washington
2765,2219,MRO,Oklahoma:,Severe Weather,350,200000,2021-02-15 00:00:00,06:51:00,2021-02-16 00:00:00,13:19:00,Oklahoma
2766,2220,SERC,Louisiana:,System Operations,Unknown,Unknown,2021-02-15 00:00:00,18:00:00,2021-02-15 00:00:00,23:59:00,Louisiana
2767,2221,TRE,Texas:,Severe Weather,Unknown,Unknown,2021-02-15 00:00:00,18:00:00,2021-02-15 00:00:00,23:59:00,Texas
2768,2222,SERC,Louisiana:,Fuel Supply Deficiency,Unknown,Unknown,2021-02-15 00:00:00,14:00:00,2021-02-15 00:00:00,18:00:00,Louisiana
2769,2223,TRE,Texas:,Severe Weather,360,72000,2021-02-15 00:00:00,01:20:00,,,Texas
2770,2224,SERC,Missouri: Kansas:,Severe Weather,Unknown,Unknown,2021-02-15 00:00:00,12:18:00,2021-02-15 00:00:00,13:22:00,Kansas
2771,2224,SERC,Missouri: Kansas:,Severe Weather,Unknown,Unknown,2021-02-15 00:00:00,12:18:00,2021-02-15 00:00:00,13:22:00,Missouri
2772,2225,MRO,Nebraska: Lancaster County;,Fuel Supply Deficiency,613,Unknown,2021-02-15 00:00:00,10:00:00,,,Nebraska
2773,2226,TRE,Texas: Randall County;,Severe Weather,0,0,2021-02-15 00:00:00,09:10:00,,,Texas
2774,2227,TRE,Texas:,Severe Weather,300,Unknown,2021-02-15 00:00:00,05:36:00,,,Texas
2775,2228,TRE,Texas:,Severe Weather,500,Unknown,2021-02-15 00:00:00,00:00:00,,,Texas
2776,2229,SERC,Florida: Clay County;,Suspicious Activity,0,0,2023-02-15 00:00:00,14:25:00,2023-02-15 00:00:00,14:30:00,Florida
2777,2230,MRO,Kansas: Missouri:,Severe Weather,Unknown,222000,2021-02-16 00:00:00,07:03:00,2021-02-20 00:00:00,22:00:00,Kansas
2778,2230,MRO,Kansas: Missouri:,Severe Weather,Unknown,222000,2021-02-16 00:00:00,07:03:00,2021-02-20 00:00:00,22:00:00,Missouri
2779,2231,SERC,Arkansas:,Transmission Interruption,Unknown,Unknown,2021-02-16 00:00:00,18:19:00,,,Arkansas
2780,2232,TRE,Texas: Travis County;,System Operations,0,0,2021-02-16 00:00:00,17:45:00,2021-02-16 00:00:00,19:15:00,Texas
2781,2233,SERC,Louisiana:,Severe Weather,360,Unknown,2021-02-16 00:00:00,06:48:00,,,Louisiana
2782,2234,TRE,Texas:,Fuel Supply Deficiency,Unknown,Unknown,2021-02-16 00:00:00,18:35:00,2021-02-17 00:00:00,01:00:00,Texas
2783,2235,TRE,Texas:,System Operations,0,0,2021-02-16 00:00:00,23:28:00,,,Texas
2784,2236,SERC,Missouri:,Severe Weather,Unknown,Unknown,2021-02-16 00:00:00,16:40:00,2021-02-20 00:00:00,00:00:00,Missouri
2785,2237,SERC,Mississippi:,Severe Weather,Unknown,Unknown,2021-02-16 00:00:00,17:35:00,2021-02-17 00:00:00,00:00:00,Mississippi
2786,2238,MRO,"Nebraska: Douglas County, Burt County, Washington County, Dodge County, Colfax County, Saunders County, Sarpy County, Cass County, Otoe County, Johnson County, Nemaha County, Pawnee County, Richardson County;",Severe Weather,126,81100,2021-02-16 00:00:00,07:20:00,2021-02-16 00:00:00,10:02:00,Nebraska
2787,2238,MRO,"Nebraska: Douglas County, Burt County, Washington County, Dodge County, Colfax County, Saunders County, Sarpy County, Cass County, Otoe County, Johnson County, Nemaha County, Pawnee County, Richardson County;",Severe Weather,126,81100,2021-02-16 00:00:00,07:20:00,2021-02-16 00:00:00,10:02:00,Washington
2788,2239,SERC,Louisiana: Texas: Illinois:,Severe Weather,1420,Unknown,2021-02-16 00:00:00,05:30:00,2021-02-16 00:00:00,14:00:00,Illinois
2789,2239,SERC,Louisiana: Texas: Illinois:,Severe Weather,1420,Unknown,2021-02-16 00:00:00,05:30:00,2021-02-16 00:00:00,14:00:00,Louisiana
2790,2239,SERC,Louisiana: Texas: Illinois:,Severe Weather,1420,Unknown,2021-02-16 00:00:00,05:30:00,2021-02-16 00:00:00,14:00:00,Texas
2791,2240,SERC,Louisiana: Arkansas: Texas: Mississippi:,Severe Weather,700,Unknown,2021-02-16 00:00:00,19:43:00,2021-02-16 00:00:00,21:41:00,Arkansas
2792,2240,SERC,Louisiana: Arkansas: Texas: Mississippi:,Severe Weather,700,Unknown,2021-02-16 00:00:00,19:43:00,2021-02-16 00:00:00,21:41:00,Louisiana
2793,2240,SERC,Louisiana: Arkansas: Texas: Mississippi:,Severe Weather,700,Unknown,2021-02-16 00:00:00,19:43:00,2021-02-16 00:00:00,21:41:00,Mississippi
2794,2240,SERC,Louisiana: Arkansas: Texas: Mississippi:,Severe Weather,700,Unknown,2021-02-16 00:00:00,19:43:00,2021-02-16 00:00:00,21:41:00,Texas
2795,2241,TRE,Texas:,Severe Weather,538,Unknown,2021-02-16 00:00:00,19:40:00,2021-02-17 00:00:00,01:00:00,Texas
2796,2242,TRE,Texas:,Severe Weather,168,840000,2021-02-16 00:00:00,07:17:00,2021-02-16 00:00:00,10:08:00,Texas
2797,2243,SERC,Louisiana:,System Operations,Unknown,Unknown,2021-02-16 00:00:00,18:35:00,2021-02-17 00:00:00,01:00:00,Louisiana
2798,2244,WECC,Oregon: Multnomah County;,System Operations,0,0,2021-02-16 00:00:00,10:20:00,2021-02-16 00:00:00,13:20:00,Oregon
2799,2245,MRO,Nebraska: Custer County;,Transmission Interruption,31,Unknown,2021-02-16 00:00:00,09:31:00,2021-02-16 00:00:00,10:27:00,Nebraska
2800,2246,SERC,Louisiana: Lafayette Parish;,Severe Weather,Unknown,Unknown,2021-02-16 00:00:00,17:35:00,2021-02-17 00:00:00,00:00:00,Louisiana
2801,2247,SERC,Louisiana:,System Operations,100,18150,2021-02-16 00:00:00,06:24:00,2021-02-16 00:00:00,10:41:00,Louisiana
2802,2248,SERC,Kentucky:,Severe Weather,Unknown,54167,2021-02-16 00:00:00,01:00:00,2021-02-16 00:00:00,21:28:00,Kentucky
2803,2249,SERC,Missouri:,Severe Weather/Transmission Interruption,130,Unknown,2021-02-16 00:00:00,06:10:00,,,Missouri
2804,2250,RF,New Jersey: Pennsylvania: Texas: California: Illinois: Colorado:,Cyber Event,Unknown,0,2021-02-16 00:00:00,07:00:00,,,California
2805,2250,RF,New Jersey: Pennsylvania: Texas: California: Illinois: Colorado:,Cyber Event,Unknown,0,2021-02-16 00:00:00,07:00:00,,,Colorado
2806,2250,RF,New Jersey: Pennsylvania: Texas: California: Illinois: Colorado:,Cyber Event,Unknown,0,2021-02-16 00:00:00,07:00:00,,,Illinois
2807,2250,RF,New Jersey: Pennsylvania: Texas: California: Illinois: Colorado:,Cyber Event,Unknown,0,2021-02-16 00:00:00,07:00:00,,,New Jersey
2808,2250,RF,New Jersey: Pennsylvania: Texas: California: Illinois: Colorado:,Cyber Event,Unknown,0,2021-02-16 00:00:00,07:00:00,,,Pennsylvania
2809,2250,RF,New Jersey: Pennsylvania: Texas: California: Illinois: Colorado:,Cyber Event,Unknown,0,2021-02-16 00:00:00,07:00:00,,,Texas
2810,2251,SERC,"Louisiana: Allen Parish, St. Landry Parish, Evangeline Parish;",Severe Weather,153,Unknown,2021-02-16 00:00:00,07:22:00,2021-02-16 00:00:00,08:00:00,Louisiana
2811,2252,SERC,Louisiana: Texas:,Severe Weather,402,Unknown,2021-02-16 00:00:00,06:48:00,,,Louisiana
2812,2252,SERC,Louisiana: Texas:,Severe Weather,402,Unknown,2021-02-16 00:00:00,06:48:00,,,Texas
2813,2253,TRE,Texas:,Severe Weather,300,Unknown,2021-02-16 00:00:00,04:26:00,,,Texas
2814,2254,WECC,Oregon: Washington: California:,Vandalism,2330,0,2018-02-17 00:00:00,16:33:00,2018-02-18 00:00:00,00:00:00,California
2815,2254,WECC,Oregon: Washington: California:,Vandalism,2330,0,2018-02-17 00:00:00,16:33:00,2018-02-18 00:00:00,00:00:00,Oregon
2816,2254,WECC,Oregon: Washington: California:,Vandalism,2330,0,2018-02-17 00:00:00,16:33:00,2018-02-18 00:00:00,00:00:00,Washington
2817,2255,WECC,Oregon: Washington: California:,Vandalism,2327,0,2018-02-17 00:00:00,17:56:00,2018-02-18 00:00:00,04:11:00,California
2818,2255,WECC,Oregon: Washington: California:,Vandalism,2327,0,2018-02-17 00:00:00,17:56:00,2018-02-18 00:00:00,04:11:00,Oregon
2819,2255,WECC,Oregon: Washington: California:,Vandalism,2327,0,2018-02-17 00:00:00,17:56:00,2018-02-18 00:00:00,04:11:00,Washington
2820,2256,SERC,Alabama: Chambers County;,Vandalism,97,Unknown,2020-02-17 00:00:00,09:47:00,2020-02-17 00:00:00,15:31:00,Alabama
2821,2257,RF,Michigan: Eaton County;,Vandalism,0,0,2020-02-17 00:00:00,13:18:00,2020-02-20 00:00:00,09:51:00,Michigan
2822,2258,WECC,Northern and Central California;,Severe Weather,91,70000,2020-02-17 00:00:00,04:00:00,,,California
2823,2259,SERC,Louisiana:,System Operations,Unknown,Unknown,2021-02-17 00:00:00,18:00:00,2021-02-17 00:00:00,23:00:00,Louisiana
2824,2260,TRE,Texas:,Severe Weather,Unknown,Unknown,2021-02-17 00:00:00,18:00:00,2021-02-17 00:00:00,23:00:00,Texas
2825,2261,MRO,Kansas:,Fuel Supply Deficiency,Unknown,Unknown,2021-02-17 00:00:00,09:00:00,2021-02-19 00:00:00,09:00:00,Kansas
2826,2262,SERC,Mississippi:,Severe Weather,Unknown,Unknown,2021-02-17 00:00:00,17:00:00,2021-02-17 00:00:00,22:00:00,Mississippi
2827,2263,SERC,North Carolina:,Transmission Interruption,0,0,2021-02-17 00:00:00,10:30:00,2021-02-17 00:00:00,18:04:00,North Carolina
2828,2264,SERC,Louisiana: Lafayette Parish;,Severe Weather,400,67000,2021-02-17 00:00:00,17:00:00,2021-02-17 00:00:00,22:00:00,Louisiana
2829,2265,TRE,Texas: Travis County;,System Operations,0,0,2021-02-17 00:00:00,06:38:00,2021-02-17 00:00:00,08:37:00,Texas
2830,2266,NPCC,Rhode Island: Providence County[13];,Suspicious Activity,0,0,2022-02-17 00:00:00,10:30:00,2022-02-17 00:00:00,10:31:00,Rhode Island
2831,2267,SERC,Louisiana: Lafayette Parish;,System Operations,80,0,2022-02-17 00:00:00,00:09:00,2022-02-17 00:00:00,07:36:00,Louisiana
2832,2268,WECC,California: Kern County;,Vandalism,0,0,2020-02-18 00:00:00,13:00:00,2020-02-18 00:00:00,14:00:00,California
2833,2269,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Vermont: Rhode Island:,Severe Weather,7,7047,2022-02-18 00:00:00,07:10:00,2022-02-18 00:00:00,16:25:00,Connecticut
2834,2269,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Vermont: Rhode Island:,Severe Weather,7,7047,2022-02-18 00:00:00,07:10:00,2022-02-18 00:00:00,16:25:00,Maine
2835,2269,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Vermont: Rhode Island:,Severe Weather,7,7047,2022-02-18 00:00:00,07:10:00,2022-02-18 00:00:00,16:25:00,Massachusetts
2836,2269,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Vermont: Rhode Island:,Severe Weather,7,7047,2022-02-18 00:00:00,07:10:00,2022-02-18 00:00:00,16:25:00,New Hampshire
2837,2269,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Vermont: Rhode Island:,Severe Weather,7,7047,2022-02-18 00:00:00,07:10:00,2022-02-18 00:00:00,16:25:00,Rhode Island
2838,2269,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Vermont: Rhode Island:,Severe Weather,7,7047,2022-02-18 00:00:00,07:10:00,2022-02-18 00:00:00,16:25:00,Vermont
2839,2270,MRO,Oklahoma: Kay County;,Suspicious Activity,0,0,2023-02-18 00:00:00,00:00:00,2023-02-18 00:00:00,00:05:00,Oklahoma
2840,2271,TRE,Texas,Vandalism,0,0,2019-02-19 00:00:00,09:45:00,,,Texas
2841,2272,SERC,Louisiana: Texas:,Severe Weather,402,Unknown,2021-02-19 00:00:00,06:48:00,,,Louisiana
2842,2272,SERC,Louisiana: Texas:,Severe Weather,402,Unknown,2021-02-19 00:00:00,06:48:00,,,Texas
2843,2273,TRE,Texas:,Cyber Event,Unknown,0,2021-02-19 00:00:00,21:00:00,2021-02-20 00:00:00,13:00:00,Texas
2844,2274,NPCC,New York: Broome County;,System Operations,0,0,2021-02-19 00:00:00,12:01:00,2021-02-19 00:00:00,12:41:00,New York
2845,2275,WECC,California: Riverside County;,Vandalism,0,0,2023-02-19 00:00:00,08:18:00,2023-02-19 00:00:00,12:15:00,California
2846,2276,MRO,"Wisconsin, Minnesota, Iowa, Illinois",System Operations,740,0,2019-02-20 00:00:00,12:50:00,2019-02-20 00:00:00,13:32:00,Illinois
2847,2276,MRO,"Wisconsin, Minnesota, Iowa, Illinois",System Operations,740,0,2019-02-20 00:00:00,12:50:00,2019-02-20 00:00:00,13:32:00,Iowa
2848,2276,MRO,"Wisconsin, Minnesota, Iowa, Illinois",System Operations,740,0,2019-02-20 00:00:00,12:50:00,2019-02-20 00:00:00,13:32:00,Minnesota
2849,2276,MRO,"Wisconsin, Minnesota, Iowa, Illinois",System Operations,740,0,2019-02-20 00:00:00,12:50:00,2019-02-20 00:00:00,13:32:00,Wisconsin
2850,2277,TRE,Texas: Cameron County;,Cyber Event,0,0,2023-02-21 00:00:00,09:45:00,,,Texas
2851,2278,SERC,Florida: Hillsborough County;,Transmission Interruption,0,0,2023-02-21 00:00:00,05:27:00,2023-02-21 00:00:00,06:41:00,Florida
2852,2279,SERC,Florida: Orange County;,Actual Physical Attack/Vandalism,Unknown,2547,2023-02-21 00:00:00,13:14:00,2023-02-21 00:00:00,14:36:00,Florida
2853,2280,TRE,Texas: Llano County;,Suspicious Activity,0,0,2022-02-22 00:00:00,11:10:00,2022-02-22 00:00:00,12:15:00,Texas
2854,2281,RF,"Michigan: Van Buren County, Kalamazoo County, St. Joseph County, Calhoun County, Branch County, Hillsdale County, Jackson County, Washtenaw County, Monroe County, Lenawee County, Ingham County, Barry County, Allegan County, Ottawa County, Eaton County, Ingham County, Shiawassee County, Clinton County;",Severe Weather,Unknown,261043,2023-02-22 00:00:00,18:41:00,2023-02-25 00:00:00,16:12:00,Michigan
2855,2282,RF,Michigan:,Severe Weather,6200,623358,2023-02-22 00:00:00,18:30:00,,,Michigan
2856,2283,MRO,South Dakota:,Suspicious Activity,0,0,2023-02-22 00:00:00,16:00:00,2023-02-22 00:00:00,16:01:00,South Dakota
2857,2284,SERC,Virginia,Severe Weather/Transmission Interruption,Unknown,Unknown,2019-02-23 00:00:00,14:05:00,,,Virginia
2858,2285,MRO,"Wisconsin: Kenosha County, Racine County, Milwaukee County, Walworth County, Jefferson County, Waukesha County; Michigan:",Severe Weather,143,57000,2023-02-23 00:00:00,04:30:00,2023-02-23 00:00:00,13:00:00,Michigan
2859,2285,MRO,"Wisconsin: Kenosha County, Racine County, Milwaukee County, Walworth County, Jefferson County, Waukesha County; Michigan:",Severe Weather,143,57000,2023-02-23 00:00:00,04:30:00,2023-02-23 00:00:00,13:00:00,Wisconsin
2860,2286,WECC,Colorado: Larimer County;,System Operations,0,0,2023-02-23 00:00:00,08:50:00,2023-02-23 00:00:00,12:38:00,Colorado
2861,2287,RF,Pennsylvania,Severe Weather,Unknown,132000,2019-02-24 00:00:00,18:00:00,2019-02-25 00:00:00,22:00:00,Pennsylvania
2862,2288,RF,"Ohio, Virginia, West Virginia",Severe Weather,Unknown,118781,2019-02-24 00:00:00,11:21:00,2019-02-26 00:00:00,17:29:00,Ohio
2863,2288,RF,"Ohio, Virginia, West Virginia",Severe Weather,Unknown,118781,2019-02-24 00:00:00,11:21:00,2019-02-26 00:00:00,17:29:00,Virginia
2864,2288,RF,"Ohio, Virginia, West Virginia",Severe Weather,Unknown,118781,2019-02-24 00:00:00,11:21:00,2019-02-26 00:00:00,17:29:00,West Virginia
2865,2289,RF,Pennsylvania,Severe Weather,Unknown,137216,2019-02-24 00:00:00,18:47:00,2019-02-25 00:00:00,13:55:00,Pennsylvania
2866,2290,RF,Ohio,Severe Weather,Unknown,157274,2019-02-24 00:00:00,12:31:00,2019-02-24 00:00:00,14:57:00,Ohio
2867,2291,RF,Pennsylvania,Severe Weather,Unknown,94048,2019-02-24 00:00:00,14:33:00,2019-02-24 00:00:00,18:03:00,Pennsylvania
2868,2292,RF,Michigan,Severe Weather,Unknown,115000,2019-02-24 00:00:00,20:02:00,2019-02-25 00:00:00,14:30:00,Michigan
2869,2293,TRE,Texas: Montgomery County;,Transmission Interruption,3,1405,2022-02-24 00:00:00,10:25:00,2022-02-24 00:00:00,10:31:00,Texas
2870,2294,WECC,"California: San Bernardino County, Kern County, Solano County, San Diego County;",System Operations,246,0,2022-02-24 00:00:00,01:09:00,2022-02-24 00:00:00,02:59:00,California
2871,2295,SERC,Florida: Pasco County;,Suspicious Activity,0,0,2023-02-24 00:00:00,12:29:00,2023-02-24 00:00:00,12:45:00,Florida
2872,2296,NPCC,Massachusetts,Transmission Interruption,0,0,2019-02-25 00:00:00,07:45:00,2019-02-25 00:00:00,18:40:00,Massachusetts
2873,2297,NPCC,"Connecticut, Massachusetts, New Hampshire, Maine, Vermont, Rhode Island",Severe Weather,Unknown,72332,2019-02-25 00:00:00,13:35:00,2019-02-26 00:00:00,02:50:00,Connecticut
2874,2297,NPCC,"Connecticut, Massachusetts, New Hampshire, Maine, Vermont, Rhode Island",Severe Weather,Unknown,72332,2019-02-25 00:00:00,13:35:00,2019-02-26 00:00:00,02:50:00,Maine
2875,2297,NPCC,"Connecticut, Massachusetts, New Hampshire, Maine, Vermont, Rhode Island",Severe Weather,Unknown,72332,2019-02-25 00:00:00,13:35:00,2019-02-26 00:00:00,02:50:00,Massachusetts
2876,2297,NPCC,"Connecticut, Massachusetts, New Hampshire, Maine, Vermont, Rhode Island",Severe Weather,Unknown,72332,2019-02-25 00:00:00,13:35:00,2019-02-26 00:00:00,02:50:00,New Hampshire
2877,2297,NPCC,"Connecticut, Massachusetts, New Hampshire, Maine, Vermont, Rhode Island",Severe Weather,Unknown,72332,2019-02-25 00:00:00,13:35:00,2019-02-26 00:00:00,02:50:00,Rhode Island
2878,2297,NPCC,"Connecticut, Massachusetts, New Hampshire, Maine, Vermont, Rhode Island",Severe Weather,Unknown,72332,2019-02-25 00:00:00,13:35:00,2019-02-26 00:00:00,02:50:00,Vermont
2879,2298,WECC,California: Los Angeles County;,Vandalism,0,0,2020-02-25 00:00:00,11:45:00,2020-02-25 00:00:00,13:00:00,California
2880,2299,TRE,Texas: Travis County; California: San Diego County;,System Operations,0,0,2022-02-25 00:00:00,09:31:00,2022-02-25 00:00:00,13:09:00,California
2881,2299,TRE,Texas: Travis County; California: San Diego County;,System Operations,0,0,2022-02-25 00:00:00,09:31:00,2022-02-25 00:00:00,13:09:00,Texas
2882,2300,WECC,California: Los Angeles County;,Severe Weather,Unknown,153555,2023-02-25 00:00:00,00:08:00,2023-02-26 00:00:00,18:08:00,California
2883,2301,SPP RE,Oklahoma:,System Operations,0,0,2020-02-26 00:00:00,16:30:00,2020-02-26 00:00:00,17:02:00,Oklahoma
2884,2302,NPCC,Maine:,System Operations,0,0,2020-02-26 00:00:00,17:00:00,2020-02-26 00:00:00,18:05:00,Maine
2885,2303,MRO,South Dakota: Wyoming: Colorado:,System Operations,0,0,2020-02-26 00:00:00,11:29:00,2020-02-26 00:00:00,12:14:00,Colorado
2886,2303,MRO,South Dakota: Wyoming: Colorado:,System Operations,0,0,2020-02-26 00:00:00,11:29:00,2020-02-26 00:00:00,12:14:00,South Dakota
2887,2303,MRO,South Dakota: Wyoming: Colorado:,System Operations,0,0,2020-02-26 00:00:00,11:29:00,2020-02-26 00:00:00,12:14:00,Wyoming
2888,2304,WECC,Washington: Grant County;,Actual Physical Attack,0,0,2022-02-26 00:00:00,11:15:00,2022-02-26 00:00:00,17:00:00,Washington
2889,2305,SERC,North Carolina:,Actual Physical Attack/Vandalism,Unknown,Unknown,2023-02-26 00:00:00,14:08:00,2023-02-26 00:00:00,15:13:00,North Carolina
2890,2306,MRO,Iowa,Transmission Interruption,0,0,2019-02-27 00:00:00,11:25:00,2019-02-27 00:00:00,17:39:00,Iowa
2891,2307,SERC,South Carolina,Suspicious Activity,0,0,2019-02-27 00:00:00,21:35:00,2019-02-27 00:00:00,21:45:00,South Carolina
2892,2308,WECC,"Oregon: Multnomah County, Clackamas County;",System Operations,Unknown,0,2021-02-27 00:00:00,06:02:00,2021-02-27 00:00:00,09:51:00,Oregon
2893,2309,RF,"Michigan: Newaygo County, Oceana County, Ionia County, Montcalm County, Jackson County, Van Buren County, Washtenaw County, Hillsdale County, Lenawee County;",Severe Weather,Unknown,76000,2023-02-27 00:00:00,13:25:00,2023-02-27 00:00:00,23:59:00,Michigan
2894,2310,FRCC,Florida:,System Operations,0,0,2018-02-28 00:00:00,12:08:00,2018-03-01 00:00:00,15:45:00,Florida
2895,2311,FRCC,Florida:,System Operations,0,0,2018-02-28 00:00:00,12:08:00,2018-03-01 00:00:00,15:45:00,Florida
2896,2312,SPP RE,"Oklahoma, Arkansas, Louisiana",System Operations,0,0,2019-02-28 00:00:00,07:02:00,2019-02-28 00:00:00,07:33:00,Arkansas
2897,2312,SPP RE,"Oklahoma, Arkansas, Louisiana",System Operations,0,0,2019-02-28 00:00:00,07:02:00,2019-02-28 00:00:00,07:33:00,Louisiana
2898,2312,SPP RE,"Oklahoma, Arkansas, Louisiana",System Operations,0,0,2019-02-28 00:00:00,07:02:00,2019-02-28 00:00:00,07:33:00,Oklahoma
2899,2313,TRE,Texas:,System Operations,0,0,2021-02-28 00:00:00,12:42:00,2021-02-28 00:00:00,13:22:00,Texas
2900,2314,TRE,Texas: Mitchell County;,Vandalism,0,0,2022-02-28 00:00:00,09:25:00,2022-02-28 00:00:00,09:26:00,Texas
2901,2315,MRO,Wisconsin: Outagamie County;,Vandalism,14,0,2023-02-28 00:00:00,08:00:00,2023-02-28 00:00:00,08:30:00,Wisconsin
2902,2316,WECC,"Nevada: Clark County, Washoe County;",System Operations,0,0,2020-02-29 00:00:00,01:45:00,2020-02-29 00:00:00,02:30:00,Nevada
2903,2317,RFC,Kentucky: West Virginia:,Severe Weather,Unknown,98575,2017-03-01 00:00:00,11:49:00,2017-03-02 00:00:00,21:30:00,Kentucky
2904,2317,RFC,Kentucky: West Virginia:,Severe Weather,Unknown,98575,2017-03-01 00:00:00,11:49:00,2017-03-02 00:00:00,21:30:00,Virginia
2905,2317,RFC,Kentucky: West Virginia:,Severe Weather,Unknown,98575,2017-03-01 00:00:00,11:49:00,2017-03-02 00:00:00,21:30:00,West Virginia
2906,2318,SERC,Tennessee: Kentucky:,Severe Weather,Unknown,58000,2017-03-01 00:00:00,08:30:00,2017-03-01 00:00:00,14:00:00,Kentucky
2907,2318,SERC,Tennessee: Kentucky:,Severe Weather,Unknown,58000,2017-03-01 00:00:00,08:30:00,2017-03-01 00:00:00,14:00:00,Tennessee
