STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT16,WT17,WT18,WT19,WT22
USW00023271,"SACRAMENTO 5 ESE, CA US",6/24/2021,0,0,90,58,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",6/25/2021,0,0,94,58,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",6/26/2021,0,0,101,59,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",6/27/2021,0,0,94,61,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",6/28/2021,0,0,96,60,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",6/29/2021,0,0,98,62,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",6/30/2021,0,0,93,63,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/1/2021,0,0,91,60,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/2/2021,0,0,98,60,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/3/2021,0,0,94,59,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/4/2021,0,0,94,60,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/5/2021,0,0,96,58,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/6/2021,0,0,94,57,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/7/2021,0,0,96,58,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/8/2021,0,0,106,59,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/9/2021,0,0,109,72,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/10/2021,0,0,113,70,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/11/2021,0,0,104,66,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/12/2021,0,0,96,59,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/13/2021,0,0,89,57,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/14/2021,0,0,91,56,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/15/2021,0,0,88,57,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/16/2021,0,0,95,55,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/17/2021,0,0,100,62,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/18/2021,0,0,101,68,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/19/2021,0,0,101,69,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/20/2021,0,0,94,63,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/21/2021,0,0,98,62,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/22/2021,0,0,99,62,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/23/2021,0,0,103,60,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/24/2021,0,0,103,64,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/25/2021,0,0,101,62,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/26/2021,0,0,88,63,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/27/2021,0,0,93,68,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/28/2021,0,0,106,67,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/29/2021,0,0,106,66,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/30/2021,0,0,105,68,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",7/31/2021,0,0,95,63,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/1/2021,0,0,97,63,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/2/2021,0,0,98,60,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/3/2021,0,0,103,59,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/4/2021,0,0,99,61,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/5/2021,0,0,89,59,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/6/2021,0,0,95,61,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/7/2021,0,0,92,69,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/8/2021,0,0,96,62,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/9/2021,0,0,98,62,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/10/2021,0,0,104,64,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/11/2021,0,0,104,68,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/12/2021,0,0,98,63,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/13/2021,0,0,93,62,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/14/2021,0,0,104,66,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/15/2021,0,0,99,65,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/16/2021,0,0,101,67,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/17/2021,0,0,89,64,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/18/2021,0,0,85,61,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/19/2021,0,0,90,59,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/20/2021,0,0,87,61,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/21/2021,0,0,78,59,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/22/2021,0,0,88,55,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/23/2021,0,0,87,57,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/24/2021,0,0,89,56,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/25/2021,0,0,91,57,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/26/2021,0,0,97,59,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/27/2021,0,0,99,62,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/28/2021,0,0,102,64,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/29/2021,0,0,104,66,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/30/2021,0,0,101,67,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",8/31/2021,0,0,94,61,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/1/2021,0,0,82,57,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/2/2021,0,0,85,55,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/3/2021,0,0,92,55,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/4/2021,0,0,96,58,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/5/2021,0,0,100,61,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/6/2021,0,0,104,63,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/7/2021,0,0,105,68,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/8/2021,0,0,106,69,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/9/2021,0,0,101,71,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/10/2021,0,0,91,65,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/11/2021,0,0,95,60,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/12/2021,0,0,98,64,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/13/2021,0,0,99,66,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/14/2021,0,0,99,64,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/15/2021,0,0,90,59,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/16/2021,0,0,83,56,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/17/2021,0,0,86,55,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/18/2021,0,0,81,57,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/19/2021,0,0,81,61,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/20/2021,0,0,91,58,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/21/2021,0,0,96,60,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/22/2021,0,0,97,64,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/23/2021,0,0,97,61,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/24/2021,0,0,96,66,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/25/2021,0,0,90,59,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/26/2021,0,0,84,57,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/27/2021,0,0,83,55,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/28/2021,0,0,79,57,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/29/2021,0,0,84,51,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",9/30/2021,0,0,87,53,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/1/2021,0,0,90,55,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/2/2021,0,0,92,58,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/3/2021,0,0,90,57,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/4/2021,0,0,91,57,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/5/2021,0,0,85,59,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/6/2021,0,0,77,57,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/7/2021,0,0,75,54,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/8/2021,0,0,70,52,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/9/2021,0,0,74,48,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/10/2021,0,0,80,51,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/11/2021,0,0,69,56,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/12/2021,0,0,70,50,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/13/2021,0,0,74,48,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/14/2021,0,0,77,46,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/15/2021,0,0,81,46,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/16/2021,0,0,85,48,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/17/2021,0.01,0,78,50,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/18/2021,0.01,0,67,47,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/19/2021,0,0,70,44,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/20/2021,0.01,0,70,54,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/21/2021,0.31,0,75,59,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/22/2021,0.42,0,70,57,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/23/2021,0.15,0,65,53,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/24/2021,5.44,0,60,55,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/25/2021,0.37,0,69,52,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/26/2021,0,0,68,51,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/27/2021,0,0,72,55,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/28/2021,0,0,75,53,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/29/2021,0,0,79,52,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/30/2021,0,0,71,57,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",10/31/2021,0,0,70,52,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/1/2021,0.03,0,64,55,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/2/2021,0,0,70,57,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/3/2021,0,0,75,52,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/4/2021,0.06,0,71,53,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/5/2021,0,0,68,49,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/6/2021,0,0,64,53,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/7/2021,0,0,63,46,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/8/2021,0.24,0,64,42,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/9/2021,0.37,0,60,53,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/10/2021,0,0,64,53,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/11/2021,0,0,67,49,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/12/2021,0,0,65,48,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/13/2021,0.01,0,63,53,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/14/2021,0,0,57,52,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/15/2021,0.01,0,61,53,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/16/2021,0,0,64,49,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/17/2021,0,0,60,47,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/18/2021,0,0,60,45,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/19/2021,0.02,0,63,52,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/20/2021,0,0,66,46,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/21/2021,0,0,66,43,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/22/2021,0,0,67,41,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/23/2021,0,0,63,45,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/24/2021,0,0,65,43,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/25/2021,0,0,65,39,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/26/2021,0,0,66,43,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/27/2021,0,0,68,44,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/28/2021,0,0,67,44,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/29/2021,0,0,68,44,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",11/30/2021,0,0,66,44,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/1/2021,0,0,72,45,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/2/2021,0,0,71,45,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/3/2021,0.01,0,58,45,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/4/2021,0,0,52,47,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/5/2021,0,0,56,44,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/6/2021,0.04,0,50,44,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/7/2021,0.03,0,52,48,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/8/2021,0.01,0,53,46,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/9/2021,0.17,0,58,41,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/10/2021,0,0,55,38,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/11/2021,0,0,57,35,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/12/2021,0.35,0,52,47,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/13/2021,2.3,0,51,44,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/14/2021,0.18,0,52,38,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/15/2021,0.36,0,51,38,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/16/2021,0.1,0,52,42,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/17/2021,0,0,51,37,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/18/2021,0,0,44,33,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/19/2021,0,0,47,37,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/20/2021,0,0,47,36,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/21/2021,0.18,0,46,38,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/22/2021,0.63,0,53,43,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/23/2021,1.01,0,57,51,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/24/2021,0.06,0,58,49,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/25/2021,0.44,0,50,43,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/26/2021,0.08,0,47,39,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/27/2021,0.43,0,54,40,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/28/2021,0,0,48,38,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/29/2021,0.6,0,45,42,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/30/2021,0,0,54,42,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",12/31/2021,0,0,53,39,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/1/2022,0,0,52,35,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/2/2022,0,0,56,33,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/3/2022,0,0,54,36,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/4/2022,0,0,59,50,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/5/2022,0,0,61,49,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/6/2022,0,0,55,48,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/7/2022,0.05,0,56,46,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/8/2022,0,0,58,42,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/9/2022,0,0,58,38,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/10/2022,0,0,62,42,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/11/2022,0,0,60,39,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/12/2022,0,0,64,41,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/13/2022,0,0,62,42,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/14/2022,0,0,65,39,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/15/2022,0,0,54,38,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/16/2022,0,0,59,43,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/17/2022,0,0,58,38,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/18/2022,0,0,61,38,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/19/2022,0,0,62,39,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/20/2022,0,0,66,40,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/21/2022,0,0,66,43,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/22/2022,0,0,67,45,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/23/2022,0,0,65,38,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/24/2022,0,0,64,38,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/25/2022,0,0,67,38,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/26/2022,0,0,62,38,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/27/2022,0,0,65,36,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/28/2022,0,0,66,38,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/29/2022,0,0,65,38,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/30/2022,0,0,62,36,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",1/31/2022,0,0,62,42,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/1/2022,0,0,60,42,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/2/2022,0,0,60,37,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/3/2022,0,0,60,36,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/4/2022,0,0,67,37,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/5/2022,0,0,66,39,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/6/2022,0,0,67,37,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/7/2022,0,0,69,41,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/8/2022,0,0,71,40,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/9/2022,0,0,73,42,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/10/2022,0,0,74,44,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/11/2022,0,0,76,46,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/12/2022,0,0,78,46,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/13/2022,0,0,78,47,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/14/2022,0,0,64,48,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/15/2022,0,0,63,44,,,,,,,,,,,,,,,,,
USW00023271,"SACRAMENTO 5 ESE, CA US",2/16/2022,0,0,72,43,,,,,,,,,,,,,,,,,
